-0.010131,-0.017612,0.13816			,0		
-0.062883,-0.066263,-0.16487        ,50    
0.10264,-0.49721,0.1989             ,50    
-0.038579,-0.006217,0.059866        ,50    
-0.17969,0.20291,-0.0062864         ,50    
-0.067686,0.42923,-0.014723         ,50    
0.033048,-0.056925,-0.27683         ,50    
-0.010793,-0.43406,0.39791          ,70.711
0.046094,-0.12652,0.14278           ,70.711
-0.12795,0.082501,0.3377            ,70.711
0.055466,0.83851,-0.1833            ,70.711
0.031144,-0.58917,0.18824           ,70.711
0.060762,-0.55331,0.12354           ,70.711
0.15211,0.45447,-0.15581            ,70.711
-0.15462,0.54095,-0.064103          ,70.711
0.17884,-0.8888,-0.0023192          ,70.711
-0.033871,-0.25013,-0.36508         ,70.711
0.03413,-0.22021,-0.22274           ,70.711
-0.11821,0.47258,-0.38529           ,70.711
-0.0019214,-0.47578,0.25881         ,86.603
0.11178,-0.50477,0.2173             ,86.603
-0.12033,0.65091,-0.12877           ,86.603
-0.23572,0.9127,0.18285             ,86.603
-0.079846,-0.75689,-0.14989         ,86.603
0.10154,-0.85604,0.17829            ,86.603
-0.12306,0.54205,-0.50161           ,86.603
0.034051,0.47138,-0.40388           ,86.603
0.015031,0.41166,0.54557            ,100   
-0.073157,-1.4724,0.47707           ,100   
-0.093997,0.19962,-0.16423          ,100   
0.14428,0.078715,0.060684           ,100   
-0.18533,1.3459,-0.38245            ,100   
-0.077232,-0.20213,-0.2895          ,100   
0.037537,0.01201,0.50425            ,111.8 
0.21504,0.21202,0.41949             ,111.8 
-0.25297,0.51139,0.41813            ,111.8 
0.02987,0.88245,0.38638             ,111.8 
-0.071537,-0.92166,0.5988           ,111.8 
0.011725,0.29218,0.095065           ,111.8 
-0.098633,0.27872,0.50357           ,111.8 
0.049349,1.3896,-0.27074            ,111.8 
-0.11504,-0.91448,0.27759           ,111.8 
-0.18126,-1.0219,0.42653            ,111.8 
-0.025369,-0.52188,-0.017063        ,111.8 
0.14458,-0.62089,0.18879            ,111.8 
-0.085177,0.52995,-0.34168          ,111.8 
0.10909,0.52502,-0.085301           ,111.8 
-0.29881,1.1861,-0.21788            ,111.8 
0.17205,1.1684,-0.23381             ,111.8 
-0.13211,-1.37,0.21333              ,111.8 
-0.087273,-0.28036,-0.22226         ,111.8 
0.1627,-0.091231,-0.20434           ,111.8 
-0.10329,1.1242,-0.26589            ,111.8 
0.17383,-0.8156,-0.17192            ,111.8 
0.35241,-0.24674,-0.25107           ,111.8 
-0.0079416,0.014904,-0.054149       ,111.8 
0.049378,0.22066,-0.64795           ,111.8 
0.05943,0.038422,0.47562            ,122.47
-0.26131,-0.16764,0.53608           ,122.47
0.35103,0.77394,0.2219              ,122.47
-0.21949,0.71968,0.29734            ,122.47
-0.32606,-0.64168,0.37601           ,122.47
-0.071782,-0.97913,0.71382          ,122.47
0.10321,-0.1827,0.03024             ,122.47
0.15811,-0.59737,0.064417           ,122.47
0.057915,0.74894,0.06089            ,122.47
0.085846,0.59173,0.085126           ,122.47
-0.10806,1.2337,-0.16213            ,122.47
-0.081068,1.1704,0.043491           ,122.47
-0.15274,-1.3083,0.02893            ,122.47
-0.12883,-1.3921,0.26994            ,122.47
-0.24957,-0.64512,-0.10889          ,122.47
-0.077964,-0.70716,0.095374         ,122.47
-0.051304,0.30916,-0.60357          ,122.47
0.24833,0.19603,-0.30258            ,122.47
-0.18371,0.94296,-0.54707           ,122.47
0.010387,0.86699,-0.50868           ,122.47
0.02261,-0.72045,-0.20525           ,122.47
0.17101,-0.96619,-0.1143            ,122.47
0.70474,0.27169,0.046072            ,122.47
-0.031266,-0.012074,-0.40608        ,122.47
-0.1262,-0.45077,0.42816            ,141.42
0.143,0.2195,0.3044                 ,141.42
-0.29417,0.3928,0.29233             ,141.42
-0.046862,1.2118,0.076784           ,141.42
-0.13933,-1.3516,0.12293            ,141.42
0.07568,-1.2459,0.44773             ,141.42
-0.2289,1.291,-0.44576              ,141.42
0.38637,1.0255,-0.30393             ,141.42
0.18763,-1.416,0.27411              ,141.42
-0.11211,-0.27285,-0.3128           ,141.42
-0.12176,-0.25143,-0.070671         ,141.42
-0.1727,0.88616,-0.43111            ,141.42
-0.013086,0.51019,1.2288            ,150   
-0.22375,-0.59689,0.082318          ,150   
-0.44411,-0.47604,0.35174           ,150   
0.1223,-0.102,0.28164               ,150   
-0.26713,-0.13214,0.14801           ,150   
0.23141,1.0294,-0.21281             ,150   
-0.72819,0.82511,0.046619           ,150   
0.016764,1.0044,-0.41422            ,150   
-0.30656,0.95603,-0.096864          ,150   
-0.43729,-0.91303,0.24898           ,150   
-0.027498,-1.1029,0.79448           ,150   
0.039943,1.5524,-0.29137            ,150   
0.088792,1.3384,-0.016922           ,150   
-0.29617,-1.7086,0.48009            ,150   
-0.32009,0.20205,-0.30104           ,150   
0.23084,0.25578,0.011192            ,150   
-0.36626,-1.5041,-0.23673           ,150   
-0.22761,-1.407,0.24718             ,150   
-0.30373,1.241,-0.66064             ,150   
0.12089,0.99523,-0.60131            ,150   
-0.32499,-1.3526,0.28949            ,150   
-0.21012,-1.5077,0.65315            ,150   
