-0.014088	0.000984	0.150085	0.000688	0.000545	0.000164
-0.03686	0.01179	0.248191	-0.001218	0.000339	4.3E-05
-0.059501	0.039233	0.442273	-0.005287	-0.001601	3.5E-05
0.012599	0.029263	0.371526	-0.0037	-0.002343	0.000794
0.019183	-0.007366	0.488179	-0.003125	-0.001429	0.00133
0.012234	-0.01256	0.324195	-0.000722	-0.001442	0.001868
0.02815	0.004348	0.363281	-0.001492	-0.001666	0.001695
0.122947	0.003175	0.374727	-0.002134	-0.001663	0.003141
0.073367	-0.005851	0.313045	-0.000955	-0.002037	0.00252
0.025706	0.014148	0.287557	-0.000698	-0.003158	0.001956
0.068966	-0.006196	0.253112	0.000948	-0.002719	0.002825
0.211745	-0.033303	0.083503	0.002432	-0.003123	0.005003
0.1725	-0.003017	0.169804	0.000242	-0.003764	0.004326
0.229241	0.021145	0.190089	-0.001043	-0.00486	0.004917
0.255436	0.033154	0.253438	-0.001637	-0.005427	0.006206
0.263497	0.037214	0.286998	-0.001988	-0.005396	0.007053
0.219744	0.017511	0.319848	-0.002217	-0.00568	0.006606
0.137083	0.034049	0.339099	-0.002303	-0.006294	0.005296
0.13868	0.034617	0.349391	-0.001441	-0.006691	0.005034
0.209941	0.025729	0.347389	-0.002648	-0.006961	0.006118
0.2651	0.047161	0.397991	-0.003849	-0.006571	0.007265
0.393087	0.050454	0.314309	-0.003359	-0.006569	0.009682
0.474872	0.0562	0.295976	-0.00296	-0.005725	0.011002
0.544039	0.086015	0.323058	-0.003962	-0.005459	0.012263
0.57294	0.087812	0.32581	-0.00458	-0.005346	0.012833
0.60504	0.101601	0.360885	-0.005178	-0.005446	0.01352
0.603888	0.098101	0.416576	-0.006493	-0.006208	0.013349
0.584595	0.099068	0.35911	-0.006109	-0.005884	0.013305
0.626732	0.112604	0.319836	-0.005337	-0.005994	0.013939
0.59392	0.105542	0.351309	-0.007057	-0.006067	0.012592
0.527222	0.108894	0.301151	-0.004377	-0.004739	0.012843
0.673499	0.131159	0.266976	-0.005856	-0.005216	0.014786
0.718052	0.133528	0.16333	-0.004373	-0.005658	0.015055
0.642215	0.041879	0.114843	0.001328	-0.004252	0.013801
0.699255	-0.055644	-0.349883	0.013352	-0.005988	0.016782
0.794244	-0.003505	-0.376486	0.012427	-0.006962	0.018278
0.761235	-0.003476	-0.441564	0.013478	-0.008879	0.018148
0.900679	0.042796	-0.11356	0.00748	-0.007654	0.020646
0.948289	0.213689	-0.229397	0.006138	-0.007687	0.021405
0.935576	0.175971	-0.135607	0.00604	-0.008543	0.020876
0.963011	0.166761	0.07077	0.0039	-0.007827	0.021429
1.046093	0.161715	0.101151	0.003068	-0.007606	0.022266
1.113436	0.18975	0.169824	0.000954	-0.006888	0.023585
1.152308	0.189015	0.108605	0.002011	-0.006754	0.024597
1.164237	0.185829	0.12684	0.001571	-0.007493	0.024864
1.27672	0.183306	0.234667	-0.000574	-0.007686	0.026757
1.347622	0.217215	0.286014	-0.002085	-0.007517	0.027698
1.411339	0.20273	0.348421	-0.003374	-0.007691	0.029008
1.403043	0.211941	0.359521	-0.00352	-0.008064	0.028955
1.415221	0.221397	0.362025	-0.003626	-0.008241	0.029208
1.419493	0.228874	0.399198	-0.004471	-0.008433	0.029107
1.436979	0.22398	0.418762	-0.00516	-0.008377	0.029358
1.420375	0.231721	0.436729	-0.00542	-0.008962	0.029145
1.410786	0.194366	0.502476	-0.006222	-0.008623	0.0288
1.397435	0.133448	0.521519	-0.005262	-0.00881	0.028476
1.40062	0.134966	0.558717	-0.005813	-0.008841	0.028596
1.429071	0.155501	0.617574	-0.006834	-0.008962	0.028986
1.388437	0.140922	0.786793	-0.007776	-0.008919	0.02908
1.333195	0.175701	0.525392	-0.005264	-0.008905	0.028152
1.4217	0.194843	0.505485	-0.004779	-0.008478	0.0297
