-2.9588	-10.7621
-1.5789	-9.4332
-2.714	-11.8077
-1.0187	-8.6124
-1.6721	-12.3027
-2.4425	-9.636
-2.0935	-11.7524
-2.1924	-10.3007
-2.7909	-11.8729
-2.4789	-10.9551
-2.7733	-11.2706
-2.6911	-11.5205
-2.7109	-11.4094
-2.7379	-11.8691
-2.3851	-11.2787
-2.3613	-11.592
-2.2231	-11.2058
-2.3466	-11.7252
-1.9177	-11.5449
-1.808	-12.0558
-1.8692	-11.7697
-1.6754	-11.969
-1.2962	-11.552
-1.4659	-11.9062
-0.8154	-11.3342
-0.6074	-11.5485
-0.7334	-10.92
-0.5592	-11.5899
-0.6827	-11.6046
-0.4751	-11.9666
-0.3637	-11.0324
-0.3741	-11.6918
-0.5361	-11.5215
-1.8343	-11.2035
-1.3362	-11.265
-1.0219	-11.3697
-1.2534	-12.1799
-1.1229	-12.0457
-0.5915	-11.8142
-0.1669	-11.8333
-0.2934	-12.0281
-0.0626	-12.0705
0.1298	-11.6068
0.3334	-12.3238
0.2456	-12.2685
0.9192	-12.7004
0.4273	-12.7957
0.7717	-13.2519
0.5251	-12.9427
0.9544	-13.0091
1.0593	-12.8956
1.0362	-13.4895
1.6999	-13.3548
1.8089	-13.8051
1.2914	-13.9841
2.2448	-13.889
2.4293	-14.0062
2.5938	-14.1634
2.33	-14.1211
2.4347	-14.2717
2.5978	-14.2855
3.2324	-14.6284
2.914	-14.638
3.2387	-14.7817
3.2355	-14.8353
3.6805	-14.6717
3.6088	-14.2097
3.4559	-14.3049
3.4332	-14.5352
3.108	-14.3679
3.0942	-14.2399
3.0842	-14.2282
2.9745	-14.2427
2.9074	-14.0061
2.2954	-14.1982
1.9042	-14.3817
1.4409	-14.4005
1.6056	-14.1421
1.1821	-14.3297
1.2437	-13.9015
1.0687	-13.7836
0.8091	-13.587
0.8814	-13.674
0.9907	-13.7452
0.289	-13.4018
0.6371	-13.1516
0.4668	-12.6095
0.6944	-13.0829
-0.0423	-12.4829
0.4641	-13.47
0.6892	-13.5947
0.453	-13
0.0941	-13.1906
0.2911	-12.9607
0.1521	-12.958
0.4887	-12.7901
0.2414	-12.3575
0.4095	-12.7394
0.1782	-12.3435
0.3403	-12.8032
0.2127	-12.3783
0.2447	-13.034
0.2115	-12.525
0.6637	-13.0097
0.4886	-12.5306
0.8258	-12.9555
0.6571	-12.8424
0.7847	-13.318
0.7142	-12.7496
1.0404	-13.2175
0.7411	-12.76
0.7868	-13.5009
0.1288	-12.9905
1.0001	-13.4329
0.3419	-13.3575
0.9274	-13.4973
0.5435	-13.2263
1.1993	-13.5485
0.6797	-13.4506
1.0424	-13.6421
1.2897	-13.9406
1.4812	-13.765
2.2103	-14.3371
2.0668	-13.7025
2.7571	-14.6446
2.0687	-14.9019
1.7563	-15.1116
1.1002	-14.8082
1.8526	-14.7342
1.9142	-14.8232
2.3726	-14.9462
2.4875	-14.9364
3.0611	-14.9074
2.5008	-15.1717
3.356	-14.8191
3.1371	-14.7502
3.5447	-15.07
3.7458	-15.0464
4.0611	-14.926
4.1184	-15.1924
4.1289	-15.238
4.0283	-15.4058
3.9094	-15.3231
4.4415	-15.3631
4.1386	-15.3383
4.2252	-15.219
4.1243	-15.2752
4.0864	-15.1304
4.1064	-15.3031
4.1259	-15.1667
3.7753	-14.9851
3.5905	-15.0077
3.3839	-15.064
3.2217	-14.9483
3.1167	-14.9313
2.7972	-14.9126
2.8818	-14.8516
2.5183	-14.8911
2.8781	-14.6752
3.2888	-14.9313
3.5663	-14.8707
3.0505	-14.6289
3.2892	-14.2797
2.5	-14.2973
2.4443	-14.2616
2.0972	-14.0216
1.9811	-14.2182
1.5853	-13.8461
1.8404	-13.7557
1.5056	-13.5488
1.205	-13.3026
0.9443	-13.2419
1.0773	-12.821
1.1148	-12.8998
0.5478	-12.8651
0.2812	-12.8882
0.021	-12.639
0.0066	-13.0142
-0.1466	-12.2742
-0.062	-12.1582
-0.7979	-11.8431
-0.9535	-12.2385
-1.1703	-11.8427
-1.1176	-11.9516
-1.2405	-11.6922
-1.8352	-12.2983
-1.9129	-12.0586
-1.8055	-11.8659
-2.1666	-12.0714
-2.2511	-12.6709
-2.4865	-12.4685
-3.0555	-13.1793
-3.1187	-13.0861
-3.4959	-13.7792
-3.2302	-13.2709
-3.8298	-14.7164
-2.7579	-14.1814
-3.4405	-15.5602
-3.2239	-15.2069
-3.1278	-16.4109
-3.1662	-16.3294
-3.082	-17.4032
-3.0602	-17.4032
