# acquisitiondate,acquisitiontime,percentuniformityintegral,ghostingratio,ghostingratioslice5,ghostingratioslice5std,slicepositionaccuracyslice1,slicepositionaccuracyslice11,diameterxslice1,diameterxslice5,diameteryslice1,diameteryslice5,diameterdiag1slice1,diameterdiag1slice5,diameterdiag2slice1,diameterdiag2slice5,slicethickness,ul1score,lr1score,ul2score,lr2score,ul3score,lr3score,snr,imagingfrequency,transmitgain,actualreceivegainanalog,noise
2014-11-20,10:26:26.0000000,89.36086689115994,0.00023578936530943242,0.0005704085259963522,2.8103557146330687,1.953999999999997,-0.9770000000000003,18.953799999999998,19.0515,19.0515,19.1492,18.929107111007642,18.929107111007642,18.929107111007642,18.929107111007642,5.320616513761467,4,4,4,4,1,1,414.1759895304257,127.768578,130.0,7.0,10.01517706582292
2014-12-03,15:53:13.0000000,90.2448808320112,0.0007066861260434876,0.000653805069612447,2.6862366306970884,0.9769999999999968,-2.9309999999999974,18.953799999999998,18.953799999999998,19.1492,19.0515,18.929107111007642,19.067275776051492,19.067275776051492,18.929107111007642,5.0804,4,4,4,3,1,1,409.6164523383906,127.768451,128.0,7.0,10.14578567393996
2014-12-09,17:33:45.0000000,90.5832133596616,0.00175890388034245,0.0002228007443528731,1.1978985136138185,-0.9769999999999968,-3.9079999999999977,18.856099999999998,18.953799999999998,19.1492,19.1492,18.929107111007642,18.929107111007642,19.067275776051492,19.067275776051492,5.027281553398058,4,4,4,4,1,1,412.3257533015822,127.768416,129.0,7.0,9.984267558448519
2014-12-10,14:45:57.0000000,89.34764703653867,0.010301272260406133,0.01268285459845543,20.605765675129,-0.9770000000000003,-2.9309999999999974,18.953799999999998,18.953799999999998,19.0515,19.0515,18.929107111007642,18.929107111007642,18.929107111007642,18.929107111007642,4.980784313725491,4,4,4,2,1,1,182.77540361930122,127.768462,128.0,7.0,18.692515745761728
2014-12-10,15:58:24.0000000,90.11803138954996,0.0008011800831070216,0.00012650525067397722,0.23589070115966493,-0.9770000000000003,-2.9309999999999974,18.953799999999998,18.953799999999998,19.1492,19.1492,19.067275776051492,18.929107111007642,19.067275776051492,19.067275776051492,5.128784761904762,4,4,4,3,1,1,253.1409140671942,127.768421,129.0,7.0,15.587503414552463
2014-12-10,15:29:45.0000000,90.29309752647,0.0008326526861323806,0.001258484850732171,4.7110690088628076,0.9770000000000003,-0.9770000000000003,18.856099999999998,18.953799999999998,19.1492,19.1492,18.929107111007642,18.929107111007642,19.067275776051492,18.929107111007642,5.21553644859813,4,4,4,3,2,1,261.64849990676,127.768414,129.0,7.0,15.153217064781009
2014-12-11,08:44:59.0000000,90.21240754449327,0.001298446174639963,0.0007955034087423028,2.9754035028544195,-1.9540000000000006,-4.884999999999998,18.953799999999998,18.953799999999998,19.1492,19.1492,19.067275776051492,18.929107111007642,18.929107111007642,19.067275776051492,4.885,4,4,4,4,2,1,406.76381909897435,127.768412,128.0,7.0,10.389614482960543
2014-12-12,15:10:55.0000000,90.23113757389478,0.0014574582578715397,0.0024325503032359952,7.005187824246882,-1.9540000000000006,-3.9079999999999977,18.953799999999998,18.953799999999998,19.1492,19.1492,18.929107111007642,19.067275776051492,19.067275776051492,18.929107111007642,4.867413999999999,4,4,4,3,2,1,384.92769519091576,127.768398,127.0,7.0,10.469546356296998
2014-12-15,16:34:06.0000000,90.75419749076416,0.0020571430834225315,0.0008095599949038283,2.4237559196003318,-1.9540000000000006,-3.9079999999999977,18.953799999999998,18.953799999999998,19.1492,19.0515,18.929107111007642,19.067275776051492,19.067275776051492,19.067275776051492,4.9333663366336635,4,4,4,3,2,2,394.3458275808997,127.768405,129.0,7.0,10.46561952946934
2014-12-16,13:48:03.0000000,90.30229703416323,0.0005465313043603533,0.0011350344034547347,3.0961657625422454,-1.9540000000000006,-3.9079999999999977,18.953799999999998,18.953799999999998,19.1492,19.1492,18.929107111007642,19.067275776051492,19.067275776051492,19.067275776051492,4.6814583333333335,4,4,4,4,1,1,395.10874256350587,127.768385,128.0,7.0,10.398089700909747
2014-12-17,14:25:40.0000000,89.65568562011778,0.0011782801642419949,0.001277583865930864,4.039640210246297,-1.9540000000000006,-4.884999999999998,18.953799999999998,18.953799999999998,19.0515,19.1492,18.929107111007642,18.929107111007642,19.067275776051492,19.067275776051492,4.785306122448978,4,4,4,3,2,1,388.18576458653047,127.768382,128.0,7.0,9.01497828561418
2014-12-18,16:23:38.0000000,91.56009268974901,0.0008109768314543995,0.0020245005080169153,5.753049281020328,-1.953999999999997,-3.9079999999999977,18.953799999999998,19.0515,19.0515,19.0515,18.929107111007642,18.929107111007642,18.929107111007642,18.929107111007642,4.877184,4,4,4,3,1,1,386.18371407110254,127.768382,131.0,7.0,10.35146916268829
2015-01-07,17:24:06.0000000,90.29133819705102,0.0010804094915583858,0.00011208519541328601,0.8107073470098953,-0.9770000000000003,-4.884999999999998,18.856099999999998,18.953799999999998,19.1492,19.0515,18.929107111007642,18.929107111007642,18.929107111007642,18.929107111007642,4.387815555555555,4,4,4,4,1,2,131.5183336674055,127.768291,134.0,9.0,17.1037653296684
2015-01-07,17:52:34.0000000,89.60223646590421,0.006256675437325201,0.005831116282706861,14.459247256082293,0.0,-2.9309999999999974,18.953799999999998,18.953799999999998,19.0515,19.1492,18.929107111007642,18.929107111007642,18.929107111007642,18.929107111007642,4.83170909090909,4,4,4,3,1,1,352.21451360715236,127.76829,128.0,7.0,11.350802640835512
2015-01-08,18:26:57.0000000,91.25871633897826,0.0008416213973565049,6.587022527424783e-06,0.29134854561121415,0.0,-4.884999999999998,18.856099999999998,18.953799999999998,19.1492,19.0515,18.929107111007642,18.929107111007642,19.067275776051492,18.929107111007642,4.733917525773196,4,4,4,4,1,2,142.57617849485536,127.768258,134.0,8.0,18.750253217354594
2015-01-08,17:56:24.0000000,89.0769265191258,0.0003967438368772057,0.00015642864391339636,1.4499101729743415,1.953999999999997,-6.838999999999999,18.953799999999998,18.953799999999998,19.0515,19.0515,18.929107111007642,18.929107111007642,18.929107111007642,19.067275776051492,4.529918279569893,4,4,4,4,1,1,141.3361928938296,127.768267,131.0,7.0,18.423311684226306
2015-01-08,18:52:04.0000000,93.38682368353439,0.0001373050823338493,0.0007267063795791818,1.0666039653607697,-2.9309999999999974,-3.9079999999999977,18.856099999999998,18.953799999999998,19.0515,19.1492,18.929107111007642,18.929107111007642,19.067275776051492,19.067275776051492,4.6814583333333335,4,4,4,2,1,1,139.52662352719568,127.768265,129.0,8.0,19.203266765463
2015-01-09,10:21:53.0000000,90.57641023335957,0.001236485172759428,0.0009346104636614488,2.602102932845977,-1.9540000000000006,-2.9309999999999974,18.953799999999998,18.953799999999998,19.1492,19.1492,18.929107111007642,19.067275776051492,19.067275776051492,18.929107111007642,4.883046,4,4,4,3,2,1,336.69131842266637,127.768245,126.0,5.0,13.08984904261016
2015-01-10,11:23:13.0000000,91.22613157832576,0.0032163579786809366,0.0017143012655646405,5.942566171408664,-1.953999999999997,-3.9079999999999977,18.953799999999998,18.953799999999998,19.0515,19.0515,18.929107111007642,18.929107111007642,18.929107111007642,19.067275776051492,4.883046,4,4,4,4,2,1,341.5585078803235,127.768222,126.0,5.0,12.64906127569406
2015-01-10,10:59:42.0000000,89.36781450390441,0.00021720035310868465,0.00041106775700897285,2.2341914228256847,0.0,-5.861999999999998,18.953799999999998,18.953799999999998,19.1492,19.1492,18.929107111007642,18.929107111007642,19.067275776051492,19.067275776051492,4.7793244897959175,4,4,4,4,1,2,401.469307946375,127.768223,130.0,7.0,10.738833184182973
2015-01-12,16:29:32.0000000,89.30213432482599,0.0007371915879197402,0.0009977308962259364,2.1686307787785495,-0.9770000000000003,-3.9079999999999977,18.953799999999998,18.953799999999998,19.1492,19.1492,18.929107111007642,18.929107111007642,19.067275776051492,19.067275776051492,4.883046,4,4,4,4,2,1,338.492635695941,127.768223,124.0,5.0,12.9022632706269
2015-01-12,09:22:25.0000000,90.19646563009479,0.0006345637373444817,0.0006631376457264559,1.8587544115646324,-2.9309999999999974,-3.9079999999999977,18.953799999999998,18.953799999999998,19.1492,19.1492,18.929107111007642,19.067275776051492,19.067275776051492,18.929107111007642,4.7873,4,4,4,3,2,1,349.9823923237462,127.768206,123.0,5.0,12.67143694592336
2015-01-13,12:21:24.0000000,90.61093817793189,0.0013989254864682768,0.0008748853210749877,2.039194868140168,0.9770000000000003,-1.953999999999997,18.953799999999998,18.953799999999998,19.1492,19.0515,18.929107111007642,19.067275776051492,19.067275776051492,18.929107111007642,5.27399074074074,4,4,4,2,1,1,398.88154966768394,127.768227,126.0,7.0,8.8673170700893
2015-01-13,07:18:44.0000000,91.88483050839939,0.0007257211073496562,0.00026579908812984554,1.2133800941281727,0.0,-0.9770000000000003,18.953799999999998,18.953799999999998,19.1492,19.1492,19.067275776051492,18.929107111007642,18.929107111007642,19.067275776051492,5.27399074074074,4,4,4,3,2,1,332.2401414979109,127.768207,126.0,5.0,12.618760324067258
2015-01-13,16:34:26.0000000,91.70662307648412,0.0007509690293334425,0.0015107003135770537,4.228080364424574,0.9770000000000003,-0.9770000000000003,18.953799999999998,19.0515,19.1492,19.0515,18.929107111007642,19.067275776051492,19.067275776051492,19.067275776051492,5.411347747747747,4,4,4,2,1,1,399.92219921994666,127.768231,128.0,7.0,10.426431631009933
2015-01-13,16:11:53.0000000,90.84282680526326,0.0009063325447448303,0.00029629037523985806,0.664677290415078,0.9770000000000003,-0.9770000000000003,18.856099999999998,18.953799999999998,19.1492,19.1492,18.929107111007642,18.929107111007642,19.067275776051492,19.067275776051492,5.3735,4,4,4,4,2,1,331.0450216642066,127.768224,126.0,5.0,12.74806509707688
2015-01-14,18:41:29.0000000,91.51595542404596,0.001238592464254201,0.0005955244377207435,1.3847897350810996,0.9770000000000003,-1.953999999999997,18.953799999999998,18.953799999999998,19.1492,19.0515,19.067275776051492,19.067275776051492,18.929107111007642,18.929107111007642,5.411347747747747,4,4,4,2,1,1,373.7836613780669,127.768224,126.0,7.0,8.306011463156388
2015-01-14,18:03:16.0000000,90.33865204161692,0.0009271933944680694,0.0005741778587451383,1.319194062371757,0.9769999999999968,-1.9540000000000006,18.953799999999998,18.953799999999998,19.0515,19.0515,18.929107111007642,18.929107111007642,18.929107111007642,18.929107111007642,5.27399074074074,4,4,4,2,1,1,369.9601137374159,127.768225,124.0,7.0,8.5776169618148
2015-01-15,17:06:16.0000000,91.00828579314398,0.0011839980721893458,0.0023371625829234372,5.254825623738348,0.9770000000000003,-0.9770000000000003,18.953799999999998,18.953799999999998,19.1492,19.1492,19.067275776051492,19.067275776051492,18.929107111007642,18.929107111007642,5.313445871559632,4,4,4,3,2,1,403.887255287983,127.768226,127.0,7.0,10.266762876541943
2015-01-15,08:49:21.0000000,91.17488032275376,0.00023681315686593596,0.0006765362706585429,3.844394274597054,0.9770000000000003,-0.9770000000000003,18.953799999999998,18.953799999999998,19.0515,19.0515,18.929107111007642,18.929107111007642,19.067275776051492,19.067275776051492,5.411347747747747,4,4,4,3,1,1,342.1496840865615,127.768215,126.0,5.0,12.35467102731969
2015-01-15,16:28:02.0000000,90.68878270259535,2.5047443085359265e-05,0.0007755176236832298,5.838483222281681,-0.9769999999999968,-1.953999999999997,19.0515,19.0515,19.0515,18.953799999999998,19.067275776051492,19.067275776051492,18.929107111007642,18.929107111007642,4.796181818181817,4,4,4,4,3,3,105.62595779925621,127.721752,141.0,5.0,49.33394274191504
2015-01-16,08:43:24.0000000,91.68495158555412,0.000837741299178653,0.000704944214083963,1.9225253676351457,0.9770000000000003,-1.9540000000000006,18.953799999999998,18.953799999999998,19.0515,19.0515,18.929107111007642,18.929107111007642,19.067275776051492,19.067275776051492,5.1781,4,4,4,4,2,1,334.04942373301617,127.768202,126.0,5.0,12.895526270115504
2015-01-16,11:32:02.0000000,90.31027963209351,0.0007802102457228036,0.0009809562479056648,3.2880069282463964,0.9770000000000003,-0.9770000000000003,18.953799999999998,18.953799999999998,19.1492,19.0515,18.929107111007642,18.929107111007642,19.067275776051492,19.067275776051492,5.324201834862384,4,4,4,2,1,1,411.09755874459375,127.768209,126.0,7.0,10.258463637382583
2015-01-16,13:28:16.0000000,89.70982734637101,0.0011564442077104378,0.00022763346594389675,0.9048897325681473,0.9770000000000003,-0.9770000000000003,18.953799999999998,18.953799999999998,19.1492,19.1492,19.067275776051492,19.067275776051492,18.929107111007642,18.929107111007642,5.469455357142857,4,4,4,3,1,1,410.9105403956025,127.768208,126.0,7.0,10.376999199189893
2015-01-16,15:45:21.0000000,90.47692813753245,0.0006157233830079972,0.0010007024937252861,2.690825586403168,1.953999999999997,-0.9770000000000003,18.953799999999998,18.953799999999998,19.1492,19.0515,18.929107111007642,18.929107111007642,19.067275776051492,19.067275776051492,5.4219099099099095,4,4,4,2,1,1,396.91898670849537,127.768232,126.0,7.0,10.579978877394838
2015-01-18,12:59:17.0000000,91.4815867543355,0.0042104648624722825,0.007191122158564739,23.789567135611826,1.953999999999997,-0.9770000000000003,18.856099999999998,18.953799999999998,19.0515,19.0515,18.929107111007642,18.929107111007642,18.929107111007642,18.929107111007642,5.320616513761467,4,4,4,4,1,2,252.12390742479852,127.768208,126.0,7.0,16.593522986148653
2015-01-19,13:16:23.0000000,91.34306884258714,0.0007383400960159837,0.0007837506803177436,2.589947516799846,0.9770000000000003,-0.9770000000000003,18.953799999999998,18.953799999999998,19.1492,19.1492,19.067275776051492,19.067275776051492,18.929107111007642,18.929107111007642,5.469455357142857,4,4,4,2,1,1,393.7820060574973,127.76822,126.0,7.0,10.549939009103422
2015-01-19,17:34:38.0000000,91.30633451338363,0.0016546527954937199,0.00043228928593454116,1.8815990439560188,1.9540000000000006,0.0,18.953799999999998,18.953799999999998,19.1492,19.1492,18.929107111007642,18.929107111007642,19.067275776051492,19.067275776051492,5.357512727272727,4,4,4,4,2,1,319.9496997105832,127.768222,126.0,5.0,13.143665802498024
2015-01-20,17:00:29.0000000,91.23274227335094,0.0023215144036712932,0.0007008889974878852,2.3979939462550988,1.9540000000000006,0.0,18.953799999999998,18.953799999999998,19.1492,19.1492,18.929107111007642,18.929107111007642,19.067275776051492,19.067275776051492,5.666599999999999,4,4,4,3,1,1,392.9823472501041,127.768227,126.0,7.0,10.468570233598967
2015-01-21,16:57:19.0000000,91.32914254158868,0.0010078944242239514,0.0010844490763334993,3.194382354822068,1.953999999999997,0.9770000000000003,18.953799999999998,18.953799999999998,19.1492,19.1492,18.929107111007642,19.067275776051492,19.067275776051492,18.929107111007642,5.516159292035399,4,4,4,3,1,1,408.2169851816633,127.76821,126.0,7.0,10.124674793588524
2015-01-22,15:53:06.0000000,91.13112096732424,0.0005338671107024452,0.0033470108026815676,7.854163045525674,1.9540000000000006,0.9770000000000003,18.953799999999998,18.953799999999998,19.1492,19.1492,19.067275776051492,19.067275776051492,18.929107111007642,18.929107111007642,5.562043859649123,4,4,4,4,2,2,410.3474109343676,127.768211,126.0,7.0,10.229416750409237
2015-01-23,14:55:53.0000000,91.33185006200004,0.002789768452497148,0.0007540298062943409,2.102518985107931,2.9309999999999974,-0.9770000000000003,18.953799999999998,18.953799999999998,19.1492,19.1492,19.067275776051492,18.929107111007642,18.929107111007642,19.067275776051492,5.516159292035399,4,4,4,3,1,1,397.9316767265826,127.768198,128.0,7.0,10.318953660307553
