0.18913,8.0823,0.53411,4.242,0.14779,7.9922,0.5114,3.7734,0.43399,4.3831,0.12707,8.1733,0.42472,4.008,0.4941,3.7275,0.5969,3.0275
0.71334,2.8373,0.68818,2.9584,0.6286,3.1248,0.59567,3.2488,0.56312,3.4495,0.16126,7.7553,0.52097,3.3544,0.51017,3.5879,0.5254,3.675
0.29183,6.7724,0.5511,4.1349,0.59111,3.2932,0.74094,2.0177,0.50737,3.8712,0.16732,7.5685,0.57689,2.9416,0.56056,3.2004,0.53186,3.508
0.53273,4.2208,0.61577,3.2064,0.10164,5.681,0.36309,5.1165,0.58408,3.2864,0.62542,2.9695,0.29284,5.306,0.34155,5.0633,0.44338,4.257
0.39014,5.5507,0.46061,4.4803,0.10494,6.4081,0.44302,4.5851,0.41012,4.7706,0.53231,3.7011,0.37091,4.673,0.35958,4.8884,0.4109,4.6588
0.46055,4.5294,0.72162,2.5249,0.67865,2.6423,0.57917,3.3123,0.36506,5.1078,0.55774,3.358,0.419,4.2963,0.40293,4.5439,0.37968,4.7259
0.34027,5.7281,0.42877,5.0823,0.10688,6.5778,0.24496,6.4199,0.42574,4.6001,0.46588,4.1714,0.19447,6.569,0.22865,6.3319,0.30278,5.3764
0.22279,7.2007,0.6075,3.3784,0.54724,3.4941,0.31765,5.8568,0.27935,6.0218,0.41597,4.5183,0.25514,5.9713,0.2447,6.1052,0.33211,5.2223
0.13044,8.1914,0.45698,4.6187,0.65466,3.1143,0.42361,4.6415,0.25763,6.2244,0.41077,4.5036,0.28907,5.6315,0.27343,5.8318,0.25366,5.7267
0.51379,4.4881,0.56559,3.5715,0.173,8.1145,0.15726,7.6002,0.29153,5.8737,0.32367,5.2225,0.12526,7.6754,0.14276,7.3523,0.19627,6.1678
0.36927,5.7621,0.43782,4.7772,0.63976,3.1869,0.21863,7.0295,0.17986,7.1003,0.32898,5.1535,0.16858,7.1712,0.16269,7.1163,0.27969,5.456
0.25113,6.9516,0.71974,2.9264,0.65466,3.1666,0.29147,5.9499,0.18125,7.0927,0.28364,5.531,0.18926,6.8887,0.17772,6.9434,0.16401,6.3263
