0.75657	2.5615	9.764	38.574	153.87	0.89659	3.0925	11.929	47.331	189.01	1.5051	5.8417	23.322	93.804	376.68	0.7776	0.80625	0.81086	0.81205	0.81239	0.78331	0.8048	0.81096	0.81229	0.81254	0.78756	0.80246	0.80561	0.80656	0.80675
2.0125	7.8026	31.161	124.83	499.97	0.89306	3.1433	12.125	48.063	192.02	2.2262	8.7137	34.909	140.1	561.87	0.54494	0.55953	0.56246	0.5634	0.56374	0.49758	0.53675	0.5437	0.54542	0.54588	0.57198	0.58154	0.58425	0.58485	0.58493
5.8908	24.005	97.256	391.7	1572.4	1.59	6.072	24.147	96.326	384.94	3.1248	12.565	50.776	204.26	819.77	0.24956	0.2514	0.25132	0.25092	0.25073	0.2131	0.22101	0.22491	0.22587	0.22638	0.26216	0.27208	0.27396	0.27391	0.27382
0.87388	3.0161	11.626	46.103	184	1.0533	3.7264	14.469	57.566	230.28	1.9688	7.7349	31.292	126.3	507.81	0.72758	0.75702	0.76611	0.76832	0.7688	0.73201	0.75728	0.76387	0.76639	0.76699	0.74029	0.75166	0.75486	0.75602	0.75591
1.6902	6.3323	24.955	99.404	397.44	1.0418	3.7592	14.543	57.539	229.62	2.5116	10.026	40.493	163.31	656.42	0.57437	0.59064	0.59676	0.59783	0.59815	0.54974	0.58383	0.59489	0.59659	0.59672	0.59143	0.60279	0.6044	0.60556	0.60623
4.0082	16.1	64.821	260.08	1043	1.7822	6.7704	26.612	105.69	423.19	3.3634	13.693	55.148	221.44	887.68	0.33786	0.3414	0.34185	0.34162	0.34152	0.29566	0.31531	0.32111	0.32285	0.32348	0.34606	0.35197	0.3522	0.35309	0.35334
1.1384	4.0785	15.828	62.916	250.91	1.6769	6.2832	24.779	98.836	395.17	3.1841	13.009	52.786	213.29	856.89	NaN	0.62462	0.6288	0.63046	0.63043	0.60622	0.62604	0.62986	0.63076	0.63087	0.62253	0.62884	0.63235	0.63294	0.63299
1.5147	5.5321	21.535	85.975	343.39	1.6132	5.9605	23.448	93.699	375.4	3.4177	13.8	55.73	224.71	903.59	0.54483	0.56604	0.56984	0.57103	0.57197	0.55003	0.56874	0.57203	0.57269	0.57285	0.54139	0.5484	0.55035	0.5511	0.55154
2.4058	9.2477	36.943	148.22	592.85	1.7443	6.5431	25.818	103.01	412.69	4.0054	16.29	66.098	267.09	1072.5	0.41422	0.42478	0.4268	0.42783	0.42833	0.39875	0.42273	0.42805	0.42843	0.42863	0.41592	0.42568	0.42607	0.42622	0.42647
0.84677	2.856	10.975	43.453	173.25	1.0831	3.8821	15.049	59.675	238.88	1.8403	7.3234	29.636	119.69	481.65	0.7451	0.77188	0.77902	0.78075	0.78136	0.75284	0.77307	0.77914	0.78055	0.78087	0.7572	0.77172	0.77538	0.77658	0.77684
1.6471	6.2558	24.758	98.844	395.59	1.0767	3.8841	15.184	60.25	240.46	2.332	9.1678	36.969	148.59	596.28	0.57476	0.60286	0.61092	0.61257	0.61299	0.55596	0.59464	0.6072	0.61041	0.61135	0.58608	0.60306	0.60859	0.61057	0.61123
3.9432	15.788	63.398	254.11	1017.7	1.718	6.57	26.11	104.14	416.18	3.4027	13.61	54.796	220.55	885.42	0.33944	0.34291	0.34384	0.34428	0.34436	0.30365	0.32383	0.3261	0.32819	0.32854	0.33077	0.33747	0.34176	0.34345	0.34391
0.95824	3.3862	13.1	51.859	207.18	1.2323	4.5412	17.782	70.737	282.16	2.3014	9.2875	37.503	151.6	609.98	0.70135	0.72926	0.73725	0.73955	0.74032	0.71101	0.72968	0.73589	0.73725	0.73745	0.71069	0.72439	0.72711	0.72769	0.72779
1.4249	5.2607	20.655	82.156	328.3	1.2858	4.7055	18.391	73.249	292.19	2.6589	10.694	43.284	174.58	701.44	0.58557	0.60725	0.61604	0.61818	0.61919	0.57388	0.60237	0.61083	0.6141	0.61518	0.61354	0.62528	0.62932	0.63046	0.63068
2.9223	11.451	45.555	181.96	728.23	1.4758	5.5034	21.592	85.939	343.29	3.5279	14.152	57.282	230.93	927.44	0.40731	0.41466	0.4167	0.41749	0.41724	0.36772	0.39879	0.40563	0.40716	0.40706	0.42301	0.43247	0.43628	0.43674	0.43678
1.2006	4.3385	16.797	66.347	266.99	1.8565	7.0667	27.881	111.62	446.37	3.4442	13.989	56.585	228.75	919.63	NaN	0.59547	0.60059	0.60103	0.60155	0.58398	0.601	0.60298	0.60325	0.60348	0.60013	0.60933	0.61192	0.61258	0.61285
1.4529	5.2713	20.78	82.772	330.03	1.786	6.705	26.52	106.1	424.26	3.703	15.17	61.35	246.44	989.94	0.54696	0.56658	0.57265	0.5741	0.57401	0.54973	0.57014	0.57347	0.57315	0.57315	0.55354	0.56685	0.56931	0.56979	0.57015
1.9802	7.4692	29.358	116.72	466.52	2.0838	7.8909	31.114	123.7	494.93	4.2171	17.204	70.473	286.68	1155.2	0.45515	0.46925	0.47267	0.47408	0.47391	0.44502	0.46581	0.47345	0.47423	0.47508	0.45903	0.4703	0.47464	0.47638	0.47691
