0.54926	1.0002	1.8519	2.624	3.2565	3.8873
1.0966	2.0103	3.7689	3.82	4.5795	5.23
2.1987	4.0513	7.601	5.1441	5.9256	6.5507
4.3998	8.1296	15.257	6.4778	7.2293	7.8499
8.8047	16.3	30.56	7.7554	8.4914	9.0198
0.58696	0.90335	1.4987	2.6598	3.104	3.6784
1.1592	1.8274	3.0465	3.8698	4.4154	5.0335
2.3166	3.6709	6.1221	5.1816	5.7568	6.3808
4.6342	7.3553	12.284	6.5057	7.0699	7.6829
9.2721	14.719	24.604	7.7305	8.3034	8.8457
0.69734	0.85213	1.1515	2.7548	2.9618	3.3414
1.3933	1.6972	2.3232	3.9919	4.256	4.6708
2.7828	3.3843	4.6704	5.2862	5.5818	5.9933
5.5735	6.7791	9.3423	6.5521	6.8264	7.2902
11.141	13.546	18.698	7.724	7.9832	8.3691
0.59197	0.89288	1.4963	2.6637	3.1147	3.6791
1.1811	1.8104	3.0274	3.8668	4.4076	5.0362
2.3632	3.6364	6.0814	5.1807	5.7539	6.378
4.7287	7.2952	12.188	6.4923	7.0667	7.679
9.4553	14.615	24.39	7.7258	8.2973	8.8532
0.62282	0.84011	1.2749	2.6934	3.0017	3.4874
1.2217	1.6808	2.568	3.9108	4.2905	4.8323
2.4454	3.3616	5.1491	5.2135	5.6195	6.174
4.8939	6.7248	10.319	6.5162	6.9242	7.4509
9.788	13.448	20.643	7.6898	8.1164	8.5922
0.72555	0.83027	1.0301	2.7865	2.9175	3.1776
1.4589	1.6485	2.067	4.0022	4.2037	4.4892
2.9276	3.294	4.1438	5.2763	5.497	5.8114
5.8548	6.6065	8.2964	6.5143	6.7137	7.0678
11.71	13.212	16.594	7.6095	7.8176	8.0875
0.69664	0.84782	1.1629	2.7864	2.9722	3.343
1.3615	1.7041	2.3556	3.9765	4.2615	4.6644
2.7288	3.4126	4.7292	5.2456	5.5656	6.0108
5.4578	6.8257	9.4723	6.5419	6.8103	7.2698
10.919	13.657	18.96	7.7086	7.9764	8.3593
0.72316	0.81639	1.0429	2.8047	2.912	3.178
1.4207	1.6409	2.0936	4.0058	4.1772	4.4863
2.8247	3.2889	4.1879	5.2428	5.4558	5.8119
5.6499	6.5786	8.3734	6.5031	6.7113	7.0496
11.297	13.163	16.761	7.6029	7.7784	8.0977
0.80034	0.84118	0.92791	2.8342	2.8757	2.9876
1.5667	1.6795	1.8465	4.0086	4.0859	4.2579
3.1523	3.3686	3.6906	5.2604	5.3607	5.5379
6.4078	6.7387	7.3628	6.4401	6.5295	6.7045
12.745	13.489	14.752	7.346	7.4257	7.6164
0.59647	0.61962	0.8739	2.7975	2.3986	2.5789
1.1906	1.2134	1.7836	4.0476	3.6105	3.895
2.3875	2.4414	3.595	5.3655	4.935	5.2527
4.785	4.8818	7.1995	6.7041	6.2842	6.6064
9.5806	9.7725	14.407	7.9434	7.5916	7.8597
0.65288	0.67608	0.94834	2.8613	2.624	2.8834
1.302	1.3787	1.9247	4.1044	3.8971	4.2137
2.6052	2.7557	3.8599	5.4352	5.2243	5.5389
5.2242	5.512	7.7241	6.7519	6.5687	6.8569
10.45	11.032	15.448	7.9719	7.7748	8.0415
0.82696	0.86475	0.95151	3.0482	3.0172	2.9902
1.675	1.7536	1.9232	4.3225	4.3114	4.3129
3.37	3.5125	3.8207	5.583	5.6143	5.6454
6.7438	7.0316	7.6357	6.8195	6.8176	6.9221
13.505	14.055	15.275	7.9386	7.9627	8.115
0.64661	0.69782	0.92446	2.8742	2.6704	2.8685
1.3056	1.4185	1.8854	4.1322	3.9715	4.1796
2.6199	2.853	3.8009	5.4558	5.301	5.5187
5.248	5.7086	7.6132	6.7759	6.6016	6.8493
10.513	11.409	15.236	7.9692	7.8255	8.0621
0.71473	0.77357	0.85143	2.9401	2.8754	2.817
1.4344	1.5624	1.7183	4.1959	4.1689	4.1157
2.8844	3.1233	3.4457	5.5168	5.4856	5.4547
5.7653	6.2502	6.8934	6.7918	6.76	6.7512
11.533	12.498	13.785	7.9378	7.8306	7.969
0.89311	0.91064	1.0568	3.0962	3.103	3.2005
1.8036	1.845	2.1218	4.3727	4.3975	4.4902
3.6139	3.7171	4.2593	5.6466	5.6612	5.7726
7.2418	7.4162	8.5129	6.7835	6.8476	6.8716
14.483	14.846	17.035	7.9116	7.9475	7.9765
0.84225	0.84779	0.92781	3.0652	2.9669	2.9781
1.6903	1.7086	1.8699	4.2941	4.2309	4.2723
3.3883	3.4223	3.7633	5.599	5.5424	5.6105
6.7766	6.8464	7.5236	6.836	6.7627	6.8698
13.563	13.687	15.053	7.965	7.9195	8.0056
0.89939	0.9172	0.98947	3.1189	3.107	3.116
1.81	1.8451	1.9863	4.3884	4.4058	4.4068
3.6081	3.7068	3.9862	5.6143	5.6799	5.6823
7.2424	7.4267	7.9645	6.8413	6.8568	6.872
14.483	14.855	15.922	7.8756	7.9094	7.9528
1.0545	1.0656	1.1582	3.2084	3.2344	3.3344
2.1083	2.136	2.3412	4.4501	4.4789	4.5719
4.2037	4.287	4.7082	5.6456	5.6814	5.8264
8.4192	8.5866	9.4567	6.76	6.8051	6.9314
16.845	17.192	18.942	7.6951	7.7331	7.8238
0.77498	1.0089	1.2441	3.3001	3.33	3.2043
1.5806	2.0589	2.5393	4.5844	4.6071	4.5503
3.191	4.1528	5.1239	5.8895	5.9206	5.8866
6.4264	8.3332	10.287	7.15	7.168	7.1799
12.892	16.704	20.603	8.3085	8.3334	8.4089
0.8889	1.0792	1.3123	3.3933	3.4409	3.394
1.8171	2.1997	2.6697	4.672	4.7592	4.7483
3.6635	4.4357	5.3812	5.9464	6.0697	6.0644
7.3704	8.8994	10.796	7.1704	7.2961	7.3172
14.788	17.826	21.636	8.2763	8.4554	8.4969
1.1574	1.2709	1.4087	3.5844	3.654	3.6816
2.3834	2.6096	2.8875	4.861	4.9158	4.9708
4.8257	5.2889	5.8492	6.0797	6.1852	6.2246
9.7134	10.625	11.753	7.2323	7.3471	7.4279
19.498	21.326	23.584	8.1952	8.344	8.4517
0.85537	1.0516	1.2966	3.3931	3.4228	3.4263
1.7472	2.1504	2.6618	4.6664	4.748	4.7768
3.5368	4.3495	5.3712	5.9589	6.0486	6.0931
7.1331	8.7319	10.771	7.1736	7.3015	7.3301
14.298	17.49	21.582	8.2385	8.4459	8.5236
0.94064	1.093	1.319	3.459	3.5442	3.5347
1.948	2.2552	2.6991	4.7386	4.8263	4.8533
3.9378	4.5591	5.446	5.9922	6.088	6.1328
7.9391	9.1653	10.94	7.1258	7.3178	7.3711
15.93	18.373	21.936	8.2111	8.4013	8.5028
1.2409	1.3169	1.4618	3.6145	3.6678	3.7568
2.5428	2.7177	2.992	4.8871	4.9354	5.0458
5.1372	5.5276	6.066	6.0767	6.159	6.2566
10.335	11.109	12.226	7.1805	7.2565	7.3911
20.743	22.271	24.555	8.02	8.0643	8.2182
1.1295	1.2132	1.4116	3.5667	3.6192	3.6829
2.3213	2.4634	2.8761	4.8536	4.9282	5.0076
4.6961	4.9547	5.8029	6.112	6.1906	6.2691
9.4365	9.9493	11.667	7.2479	7.349	7.4637
18.936	19.944	23.386	8.2799	8.3454	8.4953
1.2255	1.2753	1.4358	3.6252	3.6665	3.7427
2.505	2.6134	2.9396	4.891	4.9379	5.0228
5.045	5.2806	5.9412	6.0885	6.1832	6.2681
10.132	10.616	11.95	7.2054	7.2821	7.396
20.3	21.29	23.936	8.0645	8.1766	8.2695
1.4817	1.4922	1.5901	3.7134	3.7244	3.7999
3.0587	3.0595	3.2839	4.9496	4.9531	5.0466
6.2233	6.2188	6.6482	6.0785	6.1091	6.2254
12.518	12.546	13.39	6.9971	7.09	7.1881
25.146	25.187	26.855	7.6475	7.6986	7.776
