0.75657,2.0125,5.8908,0.84677,1.6471,3.9432,1.137,1.4883,2.4583
2.5615,7.8026,24.005,2.856,6.2558,15.788,4.1934,5.5861,9.4797
9.764,31.161,97.256,10.975,24.758,63.398,16.185,22.07,37.695
38.574,124.83,391.7,43.453,98.844,254.11,64.262,87.917,150.58
153.87,499.97,1572.4,173.25,395.59,1017.7,256.7,352.01,602.6
0.89659,0.89306,1.59,1.0831,1.0767,1.718,1.6679,1.5585,1.6557
3.0925,3.1433,6.072,3.8821,3.8841,6.57,6.2472,5.7501,6.2987
11.929,12.125,24.147,15.049,15.184,26.11,24.608,22.554,24.934
47.331,48.063,96.326,59.675,60.25,104.14,98.432,89.816,99.7
189.01,192.02,384.94,238.88,240.46,416.18,393.43,359.07,399.01
1.5051,2.2262,3.1248,1.8403,2.332,3.4027,2.9634,3.1219,3.8022
5.8417,8.7137,12.565,7.3234,9.1678,13.61,12.003,12.543,15.217
23.322,34.909,50.776,29.636,36.969,54.796,48.532,50.286,61.466
93.804,140.1,204.26,119.69,148.59,220.55,194.92,201.96,247.89
376.68,561.87,819.77,481.65,596.28,885.42,781.72,810.44,996.72
0.87388,1.6902,4.0082,0.95824,1.4249,2.9223,1.2146,1.4297,2.0247
3.0161,6.3323,16.1,3.3862,5.2607,11.451,4.4192,5.2248,7.6996
11.626,24.955,64.821,13.1,20.655,45.555,17.258,20.655,30.424
46.103,99.404,260.08,51.859,82.156,181.96,68.5,82.548,121.45
184,397.44,1043,207.18,328.3,728.23,273.06,329.84,486.21
1.0533,1.0418,1.7822,1.2323,1.2858,1.4758,1.804,1.7872,1.8487
3.7264,3.7592,6.7704,4.5412,4.7055,5.5034,6.7577,6.709,7.0431
14.469,14.543,26.612,17.782,18.391,21.592,26.635,26.294,27.634
57.566,57.539,105.69,70.737,73.249,85.939,106.18,104.9,110.12
230.28,229.62,423.19,282.16,292.19,343.29,424.7,419.11,440.09
1.9688,2.5116,3.3634,2.3014,2.6589,3.5279,3.4075,3.4841,3.9288
7.7349,10.026,13.693,9.2875,10.694,14.152,13.661,14.12,16.105
31.292,40.493,55.148,37.503,43.284,57.282,55.591,57.147,65.373
126.3,163.31,221.44,151.6,174.58,230.93,224.14,230.69,263.95
507.81,656.42,887.68,609.98,701.44,927.44,899.63,928.51,1061.6
1.1384,1.5147,2.4058,1.2006,1.4529,1.9802,1.3733,1.525,1.6706
4.0785,5.5321,9.2477,4.3385,5.2713,7.4692,5.0268,5.8299,6.1601
15.828,21.535,36.943,16.797,20.78,29.358,19.561,22.922,24.436
62.916,85.975,148.22,66.347,82.772,116.72,77.801,91.133,96.597
250.91,343.39,592.85,266.99,330.03,466.52,310.97,364.53,385.46
1.6769,1.6132,1.7443,1.8565,1.786,2.0838,2.2671,2.3339,2.5415
6.2832,5.9605,6.5431,7.0667,6.705,7.8909,8.8897,8.9307,10.009
24.779,23.448,25.818,27.881,26.52,31.114,34.79,35.712,39.829
98.836,93.699,103.01,111.62,106.1,123.7,139.33,142.58,159.33
395.17,375.4,412.69,446.37,424.26,494.93,557.68,570.43,637.35
3.1841,3.4177,4.0054,3.4442,3.703,4.2171,4.6035,4.6306,4.8854
13.009,13.8,16.29,13.989,15.17,17.204,19.179,19.103,20.044
52.786,55.73,66.098,56.585,61.35,70.473,78.401,78.24,81.729
213.29,224.71,267.09,228.75,246.44,286.68,316.61,317.57,330.16
856.89,903.59,1072.5,919.63,989.94,1155.2,1275.8,1280.6,1327.8
0.82557,2.4885,6.8752,0.91073,1.9751,4.8337,1.1757,1.6916,2.9932
2.8453,9.7191,28.272,3.1589,7.5842,19.592,4.186,6.3268,11.752
10.904,38.871,114.63,12.178,30.066,78.93,16.141,24.884,47.018
43.234,155.67,462.33,48.161,119.99,317.58,64.353,99.179,188.24
172.55,624,1855.3,192.13,480,1274.6,256.78,396.31,747.96
0.93939,0.86861,1.4916,1.0878,1.0652,1.8036,1.7295,1.5959,1.6307
3.3118,3.0056,5.6407,3.9137,3.916,6.9366,6.4281,5.9854,6.1206
12.788,11.607,22.341,15.226,15.162,27.415,25.356,23.629,23.981
50.775,45.996,89.415,60.457,60.274,109.45,101.24,93.971,95.457
202.93,183.82,357.37,241.75,240.76,437.69,404.74,376.29,381.08
1.617,2.3233,3.0055,1.9642,2.5442,3.409,3.0063,3.1383,3.7906
6.2861,9.1479,12.044,7.6833,10.039,13.642,12.065,12.785,15.557
25.355,36.815,48.712,30.924,40.423,54.855,48.849,52.189,63.092
102.27,147.89,196.08,124.3,162.52,220.27,197.44,210.49,254.41
411.07,592.96,787.13,499.08,652.01,882.49,794.63,845.79,1022.1
0.93298,1.9953,4.8136,1.0046,1.7104,3.5529,1.2525,1.5692,2.3756
3.2477,7.6637,19.519,3.4956,6.4321,14.036,4.5243,5.8038,9.0497
12.516,30.468,78.736,13.503,25.426,56.457,17.53,22.864,35.764
49.627,121.71,316.5,53.526,101.51,226.46,69.642,90.906,142.74
198.01,486.62,1269.2,213.69,405.94,906.7,278.05,363.15,570.13
1.0781,1.0091,1.7325,1.3015,1.344,1.4423,1.8569,1.7852,1.919
3.8453,3.6139,6.6438,4.7434,4.9017,5.406,7.0274,6.7806,7.1878
14.954,14.022,26.298,18.413,19.206,21.302,27.784,26.87,28.534
59.463,55.575,105.13,73.431,76.476,85.08,110.72,107.46,114.93
237.76,222.38,420.3,293.42,305.81,339.64,443,428.98,460.38
2.0283,2.7165,3.268,2.3899,2.8362,3.5498,3.3693,3.5077,4.1214
8.0512,10.886,13.045,9.5866,11.349,14.233,13.594,14.327,16.827
32.346,44.001,52.702,38.576,46.055,57.228,54.945,58.175,68.768
129.8,176.72,212.53,155.53,185.76,229.85,222.24,234.29,277.78
520.48,709.31,853.29,624.51,747.09,922.31,893.91,941.21,1115.5
1.1353,1.6641,2.9147,1.2092,1.5196,2.3487,1.3561,1.5699,1.8033
4.0692,6.2131,11.375,4.3824,5.6836,8.9727,5.0915,5.872,6.7482
15.878,24.548,45.478,17.129,22.221,35.499,20.407,22.931,26.444
63.128,97.56,181.73,68.181,87.991,140.52,82.376,91.367,105.64
251.87,390.14,727.85,272.87,351.16,563.16,328.3,366.46,422.2
1.6694,1.6519,1.8923,1.8839,1.7772,2.1174,2.323,2.3558,2.6706
6.2725,6.1559,7.2025,7.1216,6.7364,8.0799,8.7536,9.1628,10.35
24.705,24.188,28.571,28.318,26.778,32.02,34.988,36.45,41.23
98.452,96.496,113.88,113.08,106.81,127.71,140.15,145.79,165
393.77,386.1,456.2,452.06,426.91,511.32,562.99,582.67,660.47
3.2775,3.6912,3.984,3.6032,3.8335,4.3351,4.6839,4.7455,5.0758
13.397,15.07,16.194,14.838,15.511,17.779,19.421,19.792,20.849
54.469,61.123,65.62,60.182,62.9,72.438,78.531,80.926,85.16
219.62,246.29,264.83,243.38,255.07,293.02,316.21,327.68,343.96
881.37,990.2,1066.6,977.08,1027.9,1179.1,1274.7,1318.6,1384.1
0.8813,3.3948,8.7056,0.96643,2.5648,6.3507,1.1598,1.9347,3.8346
3.0388,13.399,36.148,3.4393,10.006,26.098,4.0972,7.3576,15.361
11.724,53.899,147.66,13.311,39.896,105.53,15.883,29.114,61.436
46.507,216.42,596.75,52.842,159.71,424.93,63.042,116.01,246.35
185.63,868.35,2400.6,210.65,639.46,1705.7,251.64,464.52,987.45
0.95413,0.87363,1.5089,1.1435,1.1669,1.8646,1.5631,1.6637,1.8843
3.3426,3.1833,6.0559,4.1342,4.2646,7.2512,5.8834,6.2467,7.3028
12.945,12.322,24.265,16.152,16.706,29.091,23.196,24.618,29.038
51.521,48.951,97.127,64.242,66.46,116.13,92.574,98.175,116.09
205.88,195.55,388.32,256.65,265.37,464.2,370.1,392.19,464.41
1.6993,2.7041,3.2759,2.0016,2.9793,3.7156,3.0332,3.4398,4.3794
6.6198,10.762,13.42,7.8038,11.905,14.887,12.084,13.932,17.653
26.323,43.413,54.37,31.08,47.899,60.036,48.584,56.218,71.33
105.77,174.4,218.69,124.66,193.19,240.97,195.81,225.46,286.93
424.29,699.68,876.38,500.08,776.22,965.49,785.68,905.99,1151.2
0.94107,2.579,6.3763,1.0134,2.1029,4.6506,1.1576,1.6814,2.927
3.3114,10.082,25.955,3.5962,8.1284,18.838,4.1363,6.3173,11.323
12.84,40.296,105.05,13.933,32.423,76.029,16.109,24.848,45.119
50.869,161.6,423.35,55.235,129.51,305.02,63.95,99.038,180.73
203,647.11,1699.2,220.11,518.7,1223.3,254.62,396.19,723.73
1.1069,1.0861,1.7948,1.3066,1.4261,1.5354,1.8184,1.8192,2.1909
4.0332,4.0492,6.971,4.8019,5.2712,5.9582,6.7951,6.9171,8.4512
15.759,15.884,27.705,18.845,20.596,23.629,26.669,27.207,33.481
62.607,63.349,110.72,74.978,82.227,94.145,106.82,109.08,133.51
249.88,253.21,442.92,299.67,328.94,376,427.36,436.69,533.5
1.9985,3.0164,3.5118,2.3291,3.2557,3.8884,3.3918,3.7112,4.6907
7.8065,12.048,14.257,9.3926,13.418,15.923,13.689,14.983,19.289
31.158,48.483,57.629,37.699,54.563,64.634,55.62,60.34,78.285
124.93,195.15,231.94,151.79,219.97,260.65,224.55,242.97,316
499.51,783.26,930.75,609.15,884.1,1046.9,903.59,976.6,1266.9
1.0952,1.9186,3.7999,1.1486,1.6635,2.9089,1.2799,1.5559,2.0221
3.8784,7.1961,15.256,4.167,6.2697,11.355,4.7152,5.8233,7.824
15.064,28.551,61.33,16.019,24.693,45.166,18.322,22.81,30.922
59.619,113.96,245.72,63.487,98.228,180.75,72.478,91.023,123.1
237.88,455.9,983.59,253.76,392.67,723.5,289.07,364.3,492.25
1.5665,1.674,1.9768,1.7468,1.7864,2.2399,2.2162,2.3083,2.7954
5.8438,6.3675,7.6847,6.5579,6.6376,8.6758,8.4008,8.8905,10.759
22.961,25.195,30.491,25.833,26.092,34.26,33.382,35.123,42.657
91.509,100.77,121.87,103.4,103.97,136.74,133.55,139.99,170.91
366.43,403.38,487.47,414.03,416.48,547.2,534.32,560.8,685.07
3.0957,3.6611,4.5587,3.4782,3.987,4.9346,4.5695,4.6358,5.3581
12.468,14.858,18.964,14.274,16.523,20.258,18.589,18.871,22.295
50.575,59.965,76.984,58.054,67.196,82.531,76.054,77.04,90.806
204.95,241.57,311.44,236.01,270.72,333.03,309.58,312.92,366.54
823.45,969.31,1252.5,948.44,1090.9,1339.2,1249.9,1263.3,1474.1
0.85162,2.9209,8.0232,0.95731,2.2786,5.7096,1.1405,1.7693,3.4038
2.9385,11.625,33.141,3.3574,8.8323,23.233,4.0877,6.7081,13.368
11.329,46.624,134.73,12.971,35.104,93.511,15.841,26.39,53.499
44.948,186.89,542.99,51.421,140.24,375.84,63.016,105.51,213.97
179.49,748.56,2181.1,205.31,563.31,1503.9,251.73,421.58,856.03
0.94257,0.94229,1.6384,1.113,1.2026,1.8708,1.6041,1.6135,1.8077
3.2919,3.3252,6.5138,3.9776,4.4406,7.3267,6.1054,6.0687,6.8901
12.73,13.112,26.009,15.439,17.304,29.106,24.106,23.902,27.04
50.58,52.121,103.9,61.433,68.895,116.05,96.139,95.379,107.9
201.95,208.36,415.33,245.36,275.35,463.47,384.65,381.38,431.31
1.6465,2.6494,3.4975,1.9459,2.8887,3.8835,2.9366,3.3338,4.2614
6.2547,10.6,14.311,7.6166,11.581,15.7,11.744,13.636,17.264
24.994,42.446,57.751,30.533,46.588,63.397,47.568,55.235,69.805
100.32,170.53,231.83,122.77,187.43,255.28,191.19,222.41,280.51
402.59,682.45,929.5,492.26,752.52,1024,766.21,893.34,1125.6
0.90749,2.2639,5.7729,1.0061,1.8994,4.2161,1.1591,1.5808,2.5784
3.1511,8.8011,23.34,3.5358,7.2221,16.856,4.1135,5.8707,10.077
12.167,35.047,94.281,13.653,28.673,67.76,15.919,23.203,39.764
48.351,140.11,379.16,54.083,114.34,271.84,63.047,93.033,158.88
193.12,560.26,1520.7,216.09,457.99,1089.1,252.58,372.14,636.74
1.1056,1.1029,1.9053,1.2879,1.4158,1.6844,1.742,1.8281,2.1014
3.9977,4.0432,7.5002,4.6969,5.2501,6.4081,6.5526,6.8336,8.0961
15.551,15.865,29.94,18.429,20.576,25.375,25.717,26.902,32.223
61.829,63.175,119.53,73.489,81.963,101.14,102.64,107.5,128.92
246.98,252.45,477.58,293.21,327.34,404.08,410.48,429.74,515.19
1.9313,2.9171,3.6479,2.3558,3.1087,3.9464,3.3802,3.6323,4.4832
7.5195,11.711,14.814,9.1751,12.543,16.213,13.743,14.613,18.379
30.184,47.389,59.922,37.13,51.282,65.861,55.484,59.195,75.154
121.37,190.19,241.68,149.74,207.26,265.4,223.88,239.15,303.33
487.15,762.34,970.66,601.52,834.06,1066.3,899.28,960.85,1219.4
1.1086,1.7399,3.3411,1.168,1.5539,2.5423,1.3415,1.5368,1.8783
3.9484,6.5416,13.227,4.2765,5.8739,9.907,4.8228,5.6485,7.1939
15.291,25.764,52.915,16.566,22.986,39.211,18.671,22.416,28.605
