0.54926,1.0966,2.1987,4.3998,8.8047
1.0002,2.0103,4.0513,8.1296,16.3
1.8519,3.7689,7.601,15.257,30.56
0.58696,1.1592,2.3166,4.6342,9.2721
0.90335,1.8274,3.6709,7.3553,14.719
1.4987,3.0465,6.1221,12.284,24.604
0.69734,1.3933,2.7828,5.5735,11.141
0.85213,1.6972,3.3843,6.7791,13.546
1.1515,2.3232,4.6704,9.3423,18.698
0.59197,1.1811,2.3632,4.7287,9.4553
0.89288,1.8104,3.6364,7.2952,14.615
1.4963,3.0274,6.0814,12.188,24.39
0.62282,1.2217,2.4454,4.8939,9.788
0.84011,1.6808,3.3616,6.7248,13.448
1.2749,2.568,5.1491,10.319,20.643
0.72555,1.4589,2.9276,5.8548,11.71
0.83027,1.6485,3.294,6.6065,13.212
1.0301,2.067,4.1438,8.2964,16.594
0.69664,1.3615,2.7288,5.4578,10.919
0.84782,1.7041,3.4126,6.8257,13.657
1.1629,2.3556,4.7292,9.4723,18.96
0.72316,1.4207,2.8247,5.6499,11.297
0.81639,1.6409,3.2889,6.5786,13.163
1.0429,2.0936,4.1879,8.3734,16.761
0.80034,1.5667,3.1523,6.4078,12.745
0.84118,1.6795,3.3686,6.7387,13.489
0.92791,1.8465,3.6906,7.3628,14.752
0.59647,1.1906,2.3875,4.785,9.5806
0.61962,1.2134,2.4414,4.8818,9.7725
0.8739,1.7836,3.595,7.1995,14.407
0.65288,1.302,2.6052,5.2242,10.45
0.67608,1.3787,2.7557,5.512,11.032
0.94834,1.9247,3.8599,7.7241,15.448
0.82696,1.675,3.37,6.7438,13.505
0.86475,1.7536,3.5125,7.0316,14.055
0.95151,1.9232,3.8207,7.6357,15.275
0.64661,1.3056,2.6199,5.248,10.513
0.69782,1.4185,2.853,5.7086,11.409
0.92446,1.8854,3.8009,7.6132,15.236
0.71473,1.4344,2.8844,5.7653,11.533
0.77357,1.5624,3.1233,6.2502,12.498
0.85143,1.7183,3.4457,6.8934,13.785
0.89311,1.8036,3.6139,7.2418,14.483
0.91064,1.845,3.7171,7.4162,14.846
1.0568,2.1218,4.2593,8.5129,17.035
0.84225,1.6903,3.3883,6.7766,13.563
0.84779,1.7086,3.4223,6.8464,13.687
0.92781,1.8699,3.7633,7.5236,15.053
0.89939,1.81,3.6081,7.2424,14.483
0.9172,1.8451,3.7068,7.4267,14.855
0.98947,1.9863,3.9862,7.9645,15.922
1.0545,2.1083,4.2037,8.4192,16.845
1.0656,2.136,4.287,8.5866,17.192
1.1582,2.3412,4.7082,9.4567,18.942
0.77498,1.5806,3.191,6.4264,12.892
1.0089,2.0589,4.1528,8.3332,16.704
1.2441,2.5393,5.1239,10.287,20.603
0.8889,1.8171,3.6635,7.3704,14.788
1.0792,2.1997,4.4357,8.8994,17.826
1.3123,2.6697,5.3812,10.796,21.636
1.1574,2.3834,4.8257,9.7134,19.498
1.2709,2.6096,5.2889,10.625,21.326
1.4087,2.8875,5.8492,11.753,23.584
0.85537,1.7472,3.5368,7.1331,14.298
1.0516,2.1504,4.3495,8.7319,17.49
1.2966,2.6618,5.3712,10.771,21.582
0.94064,1.948,3.9378,7.9391,15.93
1.093,2.2552,4.5591,9.1653,18.373
1.319,2.6991,5.446,10.94,21.936
1.2409,2.5428,5.1372,10.335,20.743
1.3169,2.7177,5.5276,11.109,22.271
1.4618,2.992,6.066,12.226,24.555
1.1295,2.3213,4.6961,9.4365,18.936
1.2132,2.4634,4.9547,9.9493,19.944
1.4116,2.8761,5.8029,11.667,23.386
1.2255,2.505,5.045,10.132,20.3
1.2753,2.6134,5.2806,10.616,21.29
1.4358,2.9396,5.9412,11.95,23.936
1.4817,3.0587,6.2233,12.518,25.146
1.4922,3.0595,6.2188,12.546,25.187
1.5901,3.2839,6.6482,13.39,26.855
0.5894,1.1674,2.3413,4.6861,9.3727
1.137,2.2904,4.6015,9.2184,18.463
1.9992,4.0881,8.246,16.557,33.173
0.62184,1.249,2.4987,5.0037,10.008
1.0113,2.0415,4.1153,8.2501,16.5
1.6633,3.3698,6.7726,13.574,27.17
0.70219,1.4053,2.7986,5.5888,11.175
0.91319,1.816,3.6424,7.2979,14.582
1.2912,2.5959,5.2106,10.428,20.866
0.61864,1.2404,2.4848,4.9839,9.9637
1.0017,2.0223,4.0643,8.1435,16.33
1.6655,3.3777,6.7985,13.631,27.298
0.65521,1.2959,2.5893,5.1915,10.389
0.9268,1.8752,3.7592,7.527,15.063
1.4042,2.8314,5.6998,11.424,22.87
0.73717,1.4773,2.9453,5.882,11.748
0.86786,1.7466,3.4897,6.9697,13.934
1.1365,2.287,4.5602,9.1063,18.224
0.7227,1.4417,2.8836,5.769,11.54
0.91651,1.8357,3.6814,7.3628,14.72
1.2917,2.6138,5.2556,10.518,21.034
0.73666,1.4632,2.9265,5.851,11.71
0.87508,1.7397,3.4817,6.9665,13.932
1.1497,2.3061,4.6173,9.245,18.488
0.79197,1.6167,3.2144,6.4427,12.875
0.87934,1.7315,3.4471,6.8932,13.791
0.97716,1.9583,3.917,7.85,15.694
0.63092,1.2466,2.4981,5.0101,10.03
0.59393,1.1722,2.3502,4.7016,9.403
0.79506,1.6528,3.3483,6.7203,13.452
0.66623,1.3489,2.7032,5.4031,10.793
0.65802,1.3313,2.6677,5.3475,10.704
0.90062,1.8482,3.7051,7.4265,14.876
0.85738,1.7096,3.4316,6.8646,13.724
0.90895,1.8119,3.6246,7.2502,14.497
0.9859,1.9973,4.0139,8.0275,16.069
0.68118,1.3626,2.7252,5.4506,10.905
0.68569,1.3902,2.7799,5.5712,11.147
0.92878,1.895,3.8141,7.63,15.253
0.74534,1.4966,2.9927,5.9881,11.975
0.77912,1.5711,3.149,6.2949,12.588
0.84028,1.6927,3.4059,6.821,13.638
0.91065,1.8353,3.6854,7.38,14.763
0.92356,1.8717,3.7518,7.5179,15.059
1.0691,2.1624,4.3377,8.6778,17.368
