2.624,3.2565,3.8873,38.574,153.87
3.82,4.5795,5.23,124.83,499.97
5.1441,5.9256,6.5507,391.7,1572.4
6.4778,7.2293,7.8499,46.103,184
7.7554,8.4914,9.0198,99.404,397.44
2.6598,3.104,3.6784,260.08,1043
3.8698,4.4154,5.0335,62.916,250.91
5.1816,5.7568,6.3808,85.975,343.39
6.5057,7.0699,7.6829,148.22,592.85
7.7305,8.3034,8.8457,43.453,173.25
2.7548,2.9618,3.3414,98.844,395.59
3.9919,4.256,4.6708,254.11,1017.7
5.2862,5.5818,5.9933,51.859,207.18
6.5521,6.8264,7.2902,82.156,328.3
7.724,7.9832,8.3691,181.96,728.23
2.6637,3.1147,3.6791,66.347,266.99
3.8668,4.4076,5.0362,82.772,330.03
5.1807,5.7539,6.378,116.72,466.52
6.4923,7.0667,7.679,64.262,256.7
7.7258,8.2973,8.8532,87.917,352.01
2.6934,3.0017,3.4874,150.58,602.6
3.9108,4.2905,4.8323,68.5,273.06
5.2135,5.6195,6.174,82.548,329.84
6.5162,6.9242,7.4509,121.45,486.21
7.6898,8.1164,8.5922,77.801,310.97
2.7865,2.9175,3.1776,91.133,364.53
4.0022,4.2037,4.4892,96.597,385.46
5.2763,5.497,5.8114,47.331,189.01
6.5143,6.7137,7.0678,48.063,192.02
7.6095,7.8176,8.0875,96.326,384.94
2.7864,2.9722,3.343,57.566,230.28
3.9765,4.2615,4.6644,57.539,229.62
5.2456,5.5656,6.0108,105.69,423.19
6.5419,6.8103,7.2698,98.836,395.17
7.7086,7.9764,8.3593,93.699,375.4
2.8047,2.912,3.178,103.01,412.69
4.0058,4.1772,4.4863,59.675,238.88
5.2428,5.4558,5.8119,60.25,240.46
6.5031,6.7113,7.0496,104.14,416.18
7.6029,7.7784,8.0977,70.737,282.16
2.8342,2.8757,2.9876,73.249,292.19
4.0086,4.0859,4.2579,85.939,343.29
5.2604,5.3607,5.5379,111.62,446.37
6.4401,6.5295,6.7045,106.1,424.26
7.346,7.4257,7.6164,123.7,494.93
2.7975,2.3986,2.5789,98.432,393.43
4.0476,3.6105,3.895,89.816,359.07
5.3655,4.935,5.2527,99.7,399.01
6.7041,6.2842,6.6064,106.18,424.7
7.9434,7.5916,7.8597,104.9,419.11
2.8613,2.624,2.8834,110.12,440.09
4.1044,3.8971,4.2137,139.33,557.68
5.4352,5.2243,5.5389,142.58,570.43
6.7519,6.5687,6.8569,159.33,637.35
7.9719,7.7748,8.0415,93.804,376.68
3.0482,3.0172,2.9902,140.1,561.87
4.3225,4.3114,4.3129,204.26,819.77
5.583,5.6143,5.6454,126.3,507.81
6.8195,6.8176,6.9221,163.31,656.42
7.9386,7.9627,8.115,221.44,887.68
2.8742,2.6704,2.8685,213.29,856.89
4.1322,3.9715,4.1796,224.71,903.59
5.4558,5.301,5.5187,267.09,1072.5
6.7759,6.6016,6.8493,119.69,481.65
7.9692,7.8255,8.0621,148.59,596.28
2.9401,2.8754,2.817,220.55,885.42
4.1959,4.1689,4.1157,151.6,609.98
5.5168,5.4856,5.4547,174.58,701.44
6.7918,6.76,6.7512,230.93,927.44
