0.75657,2.5615,9.764,38.574,153.87,2.0125,7.8026,31.161,124.83,499.97,5.8908,24.005,97.256,391.7,1572.4
0.89659,3.0925,11.929,47.331,189.01,0.89306,3.1433,12.125,48.063,192.02,1.59,6.072,24.147,96.326,384.94
1.5051,5.8417,23.322,93.804,376.68,2.2262,8.7137,34.909,140.1,561.87,3.1248,12.565,50.776,204.26,819.77
0.87388,3.0161,11.626,46.103,184,1.6902,6.3323,24.955,99.404,397.44,4.0082,16.1,64.821,260.08,1043
1.0533,3.7264,14.469,57.566,230.28,1.0418,3.7592,14.543,57.539,229.62,1.7822,6.7704,26.612,105.69,423.19
1.9688,7.7349,31.292,126.3,507.81,2.5116,10.026,40.493,163.31,656.42,3.3634,13.693,55.148,221.44,887.68
1.1384,4.0785,15.828,62.916,250.91,1.5147,5.5321,21.535,85.975,343.39,2.4058,9.2477,36.943,148.22,592.85
1.6769,6.2832,24.779,98.836,395.17,1.6132,5.9605,23.448,93.699,375.4,1.7443,6.5431,25.818,103.01,412.69
3.1841,13.009,52.786,213.29,856.89,3.4177,13.8,55.73,224.71,903.59,4.0054,16.29,66.098,267.09,1072.5
0.84677,2.856,10.975,43.453,173.25,1.6471,6.2558,24.758,98.844,395.59,3.9432,15.788,63.398,254.11,1017.7
1.0831,3.8821,15.049,59.675,238.88,1.0767,3.8841,15.184,60.25,240.46,1.718,6.57,26.11,104.14,416.18
1.8403,7.3234,29.636,119.69,481.65,2.332,9.1678,36.969,148.59,596.28,3.4027,13.61,54.796,220.55,885.42
0.95824,3.3862,13.1,51.859,207.18,1.4249,5.2607,20.655,82.156,328.3,2.9223,11.451,45.555,181.96,728.23
1.2323,4.5412,17.782,70.737,282.16,1.2858,4.7055,18.391,73.249,292.19,1.4758,5.5034,21.592,85.939,343.29
2.3014,9.2875,37.503,151.6,609.98,2.6589,10.694,43.284,174.58,701.44,3.5279,14.152,57.282,230.93,927.44
1.2006,4.3385,16.797,66.347,266.99,1.4529,5.2713,20.78,82.772,330.03,1.9802,7.4692,29.358,116.72,466.52
1.8565,7.0667,27.881,111.62,446.37,1.786,6.705,26.52,106.1,424.26,2.0838,7.8909,31.114,123.7,494.93
3.4442,13.989,56.585,228.75,919.63,3.703,15.17,61.35,246.44,989.94,4.2171,17.204,70.473,286.68,1155.2
1.137,4.1934,16.185,64.262,256.7,1.4883,5.5861,22.07,87.917,352.01,2.4583,9.4797,37.695,150.58,602.6
1.6679,6.2472,24.608,98.432,393.43,1.5585,5.7501,22.554,89.816,359.07,1.6557,6.2987,24.934,99.7,399.01
2.9634,12.003,48.532,194.92,781.72,3.1219,12.543,50.286,201.96,810.44,3.8022,15.217,61.466,247.89,996.72
1.2146,4.4192,17.258,68.5,273.06,1.4297,5.2248,20.655,82.548,329.84,2.0247,7.6996,30.424,121.45,486.21
1.804,6.7577,26.635,106.18,424.7,1.7872,6.709,26.294,104.9,419.11,1.8487,7.0431,27.634,110.12,440.09
3.4075,13.661,55.591,224.14,899.63,3.4841,14.12,57.147,230.69,928.51,3.9288,16.105,65.373,263.95,1061.6
1.3733,5.0268,19.561,77.801,310.97,1.525,5.8299,22.922,91.133,364.53,1.6706,6.1601,24.436,96.597,385.46
2.2671,8.8897,34.79,139.33,557.68,2.3339,8.9307,35.712,142.58,570.43,2.5415,10.009,39.829,159.33,637.35
