2.624	3.82	5.1441	6.4778	7.7554	3.2565	4.5795	5.9256	7.2293	8.4914	3.8873	5.23	6.5507	7.8499	9.0198	0.75144	0.58969	0.40375	0.24428	0.1356	0.59248	0.39538	0.2349	0.13147	0.070797	0.41184	0.24677	0.13994	0.076968	0.042804
2.7975	4.0476	5.3655	6.7041	7.9434	2.3986	3.6105	4.935	6.2842	7.5916	2.5789	3.895	5.2527	6.6064	7.8597	0.73443	0.56505	0.38042	0.23011	0.12643	0.71806	0.54222	0.35215	0.20571	0.1121	0.63016	0.43332	0.26337	0.14703	0.078355
3.3001	4.5844	5.8895	7.15	8.3085	3.33	4.6071	5.9206	7.168	8.3334	3.2043	4.5503	5.8866	7.1799	8.4089	0.67572	0.49361	0.33057	0.20908	0.12818	0.60774	0.42602	0.27063	0.15834	0.089951	0.54384	0.35423	0.21348	0.12148	0.066149
2.6598	3.8698	5.1816	6.5057	7.7305	3.104	4.4154	5.7568	7.0699	8.3034	3.6784	5.0335	6.3808	7.6829	8.8457	0.73186	0.57454	0.39233	0.23858	0.13278	0.62323	0.42846	0.26055	0.14474	0.07744	0.46877	0.28715	0.16216	0.087702	0.046837
2.8613	4.1044	5.4352	6.7519	7.9719	2.624	3.8971	5.2243	6.5687	7.7748	2.8834	4.2137	5.5389	6.8569	8.0415	0.71569	0.54667	0.36546	0.2215	0.1234	0.6981	0.50862	0.32642	0.18827	0.10064	0.60538	0.40763	0.24409	0.13436	0.070836
3.3933	4.672	5.9464	7.1704	8.2763	3.4409	4.7592	6.0697	7.2961	8.4554	3.394	4.7483	6.0644	7.3172	8.4969	0.65396	0.47905	0.31742	0.20406	0.12719	0.58306	0.39458	0.24984	0.15125	0.087236	0.53062	0.34432	0.20628	0.11787	0.064589
2.7548	3.9919	5.2862	6.5521	7.724	2.9618	4.256	5.5818	6.8264	7.9832	3.3414	4.6708	5.9933	7.2902	8.3691	0.6967	0.53282	0.35779	0.21535	0.12154	0.64112	0.4547	0.28037	0.15861	0.085076	0.54164	0.34786	0.20071	0.10806	0.057113
3.0482	4.3225	5.583	6.8195	7.9386	3.0172	4.3114	5.6143	6.8176	7.9627	2.9902	4.3129	5.6454	6.9221	8.115	0.65875	0.48819	0.31974	0.19041	0.10567	0.6339	0.44579	0.27682	0.15612	0.08363	0.59815	0.39963	0.23827	0.13059	0.06846
3.5844	4.861	6.0797	7.2323	8.1952	3.654	4.9158	6.1852	7.3471	8.344	3.6816	4.9708	6.2246	7.4279	8.4517	0.59103	0.42579	0.28461	0.1847	0.12143	0.54889	0.37254	0.23413	0.14572	0.092786	0.50814	0.33385	0.20149	0.11858	0.06833
2.6637	3.8668	5.1807	6.4923	7.7258	3.1147	4.4076	5.7539	7.0667	8.2973	3.6791	5.0362	6.378	7.679	8.8532	0.73693	0.57588	0.39439	0.23697	0.13183	0.62423	0.42825	0.25922	0.14456	0.078042	0.46748	0.28638	0.16037	0.086552	0.046376
