0.58929,1.9031,7.1161,28.068,111.79
0.55177,1.7373,6.5247,25.713,102.62
0.60824,1.9785,7.437,29.345,117.04
0.92688,3.3037,12.601,50.065,200.35
0.81372,2.8637,11.099,44.003,175.32
0.50978,1.5498,5.7262,22.584,89.949
0.7154,2.3877,9.3684,37.196,148.82
0.73862,2.5282,9.5637,37.996,151.61
0.48189,1.4429,5.2678,20.58,81.878
0.44235,1.2875,4.6843,18.266,72.569
0.56746,1.7925,6.713,26.372,104.91
0.45065,1.3342,4.8763,19.04,75.699
0.55646,1.7817,6.6642,26.204,104.49
0.54881,1.7484,6.5245,25.587,101.88
0.53184,1.6562,6.1433,24.094,96.023
0.58494,1.89,7.0921,27.936,111.33
0.52347,1.6317,6.0776,23.848,94.905
0.50209,1.5614,5.8079,22.784,90.958
0.49842,1.523,5.5548,21.627,85.998
0.40467,1.1384,4.0797,15.861,63.012
0.75243,2.4564,9.3906,36.893,146.82
0.60092,2.0727,7.7942,30.64,122.39
0.42909,1.2657,4.6048,17.916,71.413
0.61718,1.9972,7.5405,29.718,118.45
0.62931,2.0351,7.5866,30.163,120.18
0.57549,1.8571,6.9843,27.479,109.4
0.83524,2.9027,11.374,44.704,179.05
0.48117,1.4361,5.2666,20.632,82.121
0.44378,1.2983,4.6996,18.322,72.793
0.43333,1.2373,4.4649,17.323,68.766
0.54028,1.6806,6.2516,24.591,97.912
0.58625,1.909,7.1272,28.101,111.99
0.54498,1.7269,6.4499,25.276,100.76
0.66795,2.2062,8.3848,33.103,131.95
0.59695,1.939,7.2981,28.822,114.58
0.40797,1.1224,3.9641,15.461,61.634
0.38784,1.0504,3.7015,14.335,56.803
0.38002,1.0288,3.6365,14.102,56.008
0.33141,0.8484,2.9051,11.116,43.999
0.31034,0.79879,2.7201,10.443,41.281
0.51817,1.5949,5.8723,23.039,91.872
0.43527,1.253,4.4875,17.492,69.533
0.45207,1.3244,4.8048,18.724,74.487
0.45118,1.317,4.7938,18.606,73.984
0.98312,3.4209,13.209,52.458,208.35
0.65746,2.1734,8.2276,32.526,129.77
1.6679,6.1711,23.98,95.108,380.71
0.73111,2.4739,9.4271,37.264,148.61
0.47893,1.4448,5.3065,20.766,82.54
0.51671,1.5971,5.899,23.135,92.116
0.49933,1.5157,5.5584,21.835,87.14
0.53031,1.6554,6.1182,24,95.247
0.57451,1.8547,6.8985,27.178,108.39
0.79394,2.7383,10.563,41.962,167.58
0.63651,2.0794,7.8822,31.076,123.82
0.5687,1.8246,6.9294,27.314,108.84
1.1463,4.2788,16.995,67.571,270.25
1.3123,5.152,19.926,82.417,329.21
0.40504,1.1377,4.0684,15.776,62.829
0.34829,0.90069,3.1045,11.905,47.125
0.39918,1.1037,3.9357,15.201,60.24
0.38051,1.0577,3.779,14.693,58.228
0.41635,1.1729,4.2037,16.331,64.924
0.32655,0.82372,2.7927,10.704,42.323
0.49533,1.5168,5.5906,21.919,87.197
0.63879,2.094,7.9693,31.322,124.84
1.1423,4.2778,16.184,64.425,257.05
0.78318,2.6661,10.204,40.207,160.29
0.86566,2.9473,11.584,46.264,184.49
0.80919,2.7742,10.607,41.895,167.18
1.2373,4.6798,18.034,70.925,282.96
0.52519,1.654,6.1191,24.048,95.981
