0.0070637,0.010459,0.0070272
0.0067097,0.010112,0.0046284
0.0062236,0.008672,0.0031486
0.0047538,0.015311,0.0035606
0.0037339,0.010681,0.0021367
0.0081234,0.012935,0.0042234
0.0048819,0.0059296,0.0051877
0.0052903,0.0055157,0.0028829
0.0055018,0.0077046,0.0092731
0.007578,0.006953,0.0050004
0.007428,0.0075604,0.0064424
0.0081706,0.0073609,0.0029952
0.0059983,0.0052612,0.013528
0.004856,0.0053131,0.019345
0.0077336,0.0093819,0.0052896
0.0068024,0.0081213,0.0044055
0.0065231,0.0069417,0.0042644
0.011781,0.010758,0.0032748
0.011041,0.0095352,0.0041673
0.012903,0.014595,0.0038237
0.0053712,0.0063428,0.004075
0.0045854,0.022207,0.0026355
0.017558,0.023943,0.0070961
0.011462,0.012268,0.0067944
0.0035676,0.016633,0.0024725
0.0060737,0.0072774,0.006106
0.0029244,0.018147,0.0027818
0.0064114,0.0056987,0.0042249
0.010918,0.0082672,0.0069798
0.006098,0.0060068,0.0042758
0.0055904,0.0052133,0.0033253
0.0078144,0.0086753,0.0057671
0.0071761,0.0070737,0.00745
0.006513,0.0072131,0.004638
0.0064679,0.0052678,0.0041944
0.021659,0.02181,0.0043044
0.0099342,0.011476,0.003512
0.010004,0.010434,0.0034158
0.010597,0.0093928,0.0042402
0.014392,0.014378,0.01136
0.0069966,0.010086,0.0037135
0.015831,0.015597,0.0060857
0.011069,0.012111,0.0056106
0.010015,0.011794,0.0055932
0.0036708,0.025417,0.0027362
0.006782,0.0086883,0.0036669
0.0027499,0.037694,0.0021566
0.0071774,0.0095408,0.0050622
0.010214,0.0093196,0.0082687
0.010953,0.010002,0.0071792
0.012742,0.011623,0.0087371
0.012848,0.011647,0.0039207
0.01102,0.011062,0.004947
0.0087051,0.011393,0.01033
0.010107,0.01009,0.0081156
0.0099909,0.009518,0.010314
0.0056291,0.020127,0.0024517
0.0098901,0.04378,0.0098901
0.0063947,0.0086502,0.004647
0.0067358,0.0083921,0.0043582
0.0066779,0.0081704,0.0037826
0.0085189,0.0086055,0.0068656
0.0073292,0.0098617,0.0041385
0.011051,0.0091018,0.0040381
0.007134,0.0080655,0.0077247
0.0061569,0.0086567,0.0031957
0.0046797,0.0056914,0.01245
0.0047971,0.0090479,0.003065
0.0047926,0.0078686,0.013621
0.0045123,0.0063563,0.010592
0.0041891,0.0051734,0.0028845
0.0058268,0.00361,0.010431
