7.1161,6.9817,6.6416,7.2601
6.5247,6.2647,6.1514,5.2065
7.437,7.5342,6.1056,5.8548
12.601,13.244,12.468,11.693
11.099,12.258,12.425,8.7559
5.7262,5.7194,7.0052,6.6741
9.3684,9.3629,8.3141,7.9375
9.5637,10.033,8.5237,8.3969
5.2678,5.2067,4.9455,4.6301
4.6843,4.7516,5.019,4.8013
6.713,6.1751,6.2448,6.7189
4.8763,4.7063,5.0353,4.9272
6.6642,6.0105,5.8009,6.4057
6.5245,6.05,5.642,5.7584
6.1433,6.9217,6.6073,5.6434
7.0921,6.8564,6.3417,5.9689
6.0776,6.766,4.8325,4.5535
5.8079,5.6385,6.0636,6.0036
5.5548,6.0448,6.1674,5.6009
4.0797,4.4372,5.1861,4.4294
9.3906,8.3162,9.3705,10.764
7.7942,7.9499,8.729,7.4947
4.6048,4.0392,4.5069,5.0088
7.5405,6.7746,7.7997,8.762
7.5866,7.9759,8.7466,7.8564
6.9843,6.2585,7.4847,7.8521
11.374,13.253,10.098,10.467
5.2666,5.0464,5.324,5.6813
4.6996,4.5845,5.3917,5.4842
4.4649,4.5941,4.467,4.5465
6.2516,6.0953,6.7249,6.9849
7.1272,6.8344,7.7798,7.2405
6.4499,6.4197,6.6569,7.2507
8.3848,8.386,8.0326,8.6711
7.2981,6.995,7.23,7.5549
3.9641,4.5883,5.2255,4.2278
3.7015,3.7809,4.0539,3.4765
3.6365,3.9637,3.5989,3.4796
2.9051,3.0202,3.2316,2.9388
2.7201,2.9202,3.2843,3.0477
5.8723,6.1368,5.2166,5.3253
4.4875,4.5606,5.8256,5.8935
4.8048,4.6095,5.2114,5.5891
4.7938,4.4152,5.5207,5.6153
13.209,11.854,12.488,10.727
8.2276,7.2259,6.4758,6.3496
23.98,22.15,19.108,27.623
9.4271,9.2494,7.5554,7.139
5.3065,5.21,5.7787,5.8344
5.899,5.9383,6.5195,6.0627
5.5584,5.5037,6.2119,6.1444
6.1182,6.154,7.0989,6.9147
6.8985,6.9518,7.7876,7.5213
10.563,9.3313,10.296,9.1768
7.8822,8.0269,8.0095,8.373
6.9294,7.1314,6.6972,7.2721
16.995,18.76,15.654,15.094
19.926,25.251,25.122,21.455
4.0684,4.2911,4.216,4.1501
3.1045,3.1303,3.1362,3.4074
3.9357,4.0237,3.9293,4.3456
3.779,3.7009,3.8575,4.0062
4.2037,3.9885,3.9796,4.2923
2.7927,2.749,3.2861,3.0908
5.5906,4.9363,6.15,6.7829
7.9693,8.4741,6.108,5.6621
16.184,13.89,11.843,12.266
10.204,9.8431,6.4825,6.5089
11.584,14.463,11.902,9.4504
10.607,10.182,8.7159,7.0312
18.034,16.449,17.423,17.245
6.1191,6.7487,6.1851,5.5954
