3.526,3.5251,3.5075,3.5146
3.5362,3.5133,3.5406,3.4589
3.5257,3.5242,3.5041,3.4678
3.5782,3.603,3.6195,3.5567
3.7634,3.7838,3.7712,3.6442
3.3099,3.2799,3.5235,3.5164
3.692,3.7135,3.7463,3.6715
3.6359,3.6969,3.682,3.6152
3.6253,3.5947,3.6037,3.6025
3.6253,3.6283,3.6537,3.6216
3.6871,3.6581,3.6674,3.6825
3.6393,3.6163,3.6977,3.6935
3.6874,3.6201,3.6526,3.7393
3.8216,3.7696,3.7726,3.8319
3.54,3.5919,3.616,3.5426
3.616,3.5991,3.62,3.5869
3.6455,3.6917,3.5862,3.5517
3.3428,3.3423,3.3991,3.3641
3.3266,3.3803,3.4032,3.3323
3.3172,3.3648,3.4311,3.3384
3.8653,3.8399,3.8705,3.884
3.628,3.5971,3.6999,3.6749
3.2021,3.1428,3.1851,3.2385
3.6486,3.6212,3.6809,3.6983
3.7943,3.7884,3.8353,3.8331
3.8853,3.8388,3.9345,3.9151
3.8757,3.9206,3.7902,3.8368
3.6775,3.6451,3.7046,3.7199
3.431,3.4142,3.5009,3.5053
3.7052,3.6943,3.74,3.7653
3.7391,3.7128,3.7657,3.7818
3.6124,3.5864,3.664,3.6455
3.6016,3.5828,3.6259,3.678
3.6362,3.6347,3.6572,3.6965
3.6251,3.604,3.6611,3.6873
2.9025,2.9888,3.1086,2.9622
3.3692,3.3717,3.4423,3.3754
3.3715,3.3989,3.3595,3.3723
3.4414,3.4352,3.4863,3.4857
3.3409,3.3638,3.4449,3.4279
3.5302,3.5431,3.5134,3.5392
3.1966,3.2082,3.2889,3.2672
3.3984,3.3794,3.4269,3.4392
3.4389,3.3959,3.4752,3.4684
3.6012,3.4864,3.5306,3.5509
3.543,3.5191,3.4852,3.4701
3.71,3.6211,3.5143,3.7775
3.5091,3.5201,3.402,3.3687
3.5304,3.527,3.5849,3.5567
3.4283,3.4329,3.5197,3.4749
3.3352,3.3298,3.4157,3.3932
3.3216,3.3406,3.4231,3.3784
3.444,3.4459,3.5123,3.4665
3.5412,3.5032,3.5619,3.4685
3.4955,3.5248,3.5255,3.5079
3.4702,3.5006,3.4681,3.467
3.5286,3.5884,3.5238,3.5138
3.2979,3.4025,3.428,3.2061
3.7238,3.7283,3.7621,3.777
3.7294,3.7134,3.7651,3.8251
3.7136,3.6938,3.7266,3.7974
3.614,3.5889,3.6407,3.668
3.6731,3.6232,3.6578,3.7075
3.5065,3.4846,3.631,3.6023
3.5865,3.5304,3.6497,3.6751
3.451,3.4757,3.4352,3.4112
3.7801,3.7141,3.695,3.7049
3.5554,3.5342,3.4515,3.4585
3.6103,3.7398,3.6019,3.4778
3.5879,3.5654,3.6091,3.5063
3.8087,3.7863,3.8265,3.8164
3.5521,3.5978,3.6972,3.6532
