7.2127,13.424,25.869,50.735,100.49
7.4494,13.936,26.868,52.748,104.49
6.9284,12.855,24.684,48.377,95.735
10.162,19.377,37.789,74.583,148.11
10.279,19.537,38.149,75.277,149.58
6.6597,12.291,23.569,46.107,91.213
6.229,11.435,21.845,42.701,84.423
6.4923,11.926,22.891,44.807,88.66
7.6747,14.352,27.705,54.417,107.83
6.6874,12.374,23.734,46.462,91.921
6.661,12.332,23.669,46.335,91.671
6.189,11.364,21.715,42.412,83.811
7.0445,13.058,25.105,49.206,97.407
7.5968,14.155,27.294,53.579,106.14
6.4487,11.896,22.781,44.569,88.136
6.415,11.813,22.627,44.251,87.504
6.3647,11.707,22.404,43.812,86.627
5.6815,10.366,19.729,38.468,75.927
5.6216,10.266,19.525,38.046,75.09
6.3553,11.726,22.468,43.958,86.903
8.224,15.454,29.917,58.828,116.71
10.709,20.42,39.88,78.813,156.61
4.2552,7.5297,14.055,27.096,53.157
6.2624,11.499,21.989,42.967,84.94
8.6629,16.337,31.697,62.398,123.77
8.035,15.065,29.102,57.189,113.36
8.8937,16.77,32.558,64.137,127.24
6.6066,12.204,23.411,45.825,90.666
5.311,9.6088,18.202,35.398,69.795
6.7351,12.476,23.957,46.92,92.839
6.8083,12.626,24.246,47.491,93.979
7.1328,13.236,25.439,49.854,98.695
7.0288,13.05,25.094,49.178,97.346
6.9678,12.947,24.864,48.738,96.451
6.1043,11.182,21.357,41.735,82.463
5.3944,9.8035,18.635,36.279,71.562
6.7931,12.607,24.215,47.435,93.88
6.9721,12.944,24.888,48.751,96.487
7.0804,13.169,25.328,49.649,98.292
6.7533,12.483,23.944,46.873,92.728
7.0274,13.057,25.13,49.245,97.484
5.9267,10.863,20.735,40.469,79.945
6.0833,11.187,21.376,41.747,82.49
5.791,10.586,20.167,39.336,77.686
8.9864,17.004,33.011,65.043,129.06
7.6446,14.276,27.556,54.117,107.2
9.0202,17.069,33.161,65.268,129.48
7.1452,13.255,25.49,50.006,99.013
6.3783,11.787,22.578,44.157,87.312
6.1172,11.238,21.471,41.935,82.86
5.8882,10.783,20.553,40.125,79.25
5.8107,10.626,20.244,39.49,78.007
6.0299,11.078,21.165,41.327,81.672
5.6662,10.28,19.585,38.135,75.246
6.4759,11.936,22.872,44.722,88.452
6.5052,12.027,23.047,45.109,89.233
9.8033,18.596,36.203,71.439,141.91
6.2237,11.665,22.421,44.013,87.092
7.3885,13.786,26.564,52.136,103.26
8.5969,16.198,31.384,61.767,122.54
7.8908,14.793,28.593,56.179,111.33
6.4929,11.971,22.924,44.851,88.692
6.9334,12.884,24.768,48.523,96.028
7.5876,14.191,27.392,53.787,106.59
6.3794,11.794,22.578,44.142,87.276
6.3878,11.733,22.472,43.945,86.912
6.4798,11.902,22.858,44.714,88.488
7.0681,13.119,25.235,49.467,97.941
6.9645,12.958,24.95,48.959,96.953
6.5038,11.987,22.962,44.922,88.856
7.6939,14.324,27.621,54.132,107.34
4.9933,8.957,16.878,32.737,64.446
