2.624,2.7975,3.3001,0.75144,0.73443,0.67572
3.82,4.0476,4.5844,0.58969,0.56505,0.49361
5.1441,5.3655,5.8895,0.40375,0.38042,0.33057
6.4778,6.7041,7.15,0.24428,0.23011,0.20908
7.7554,7.9434,8.3085,0.1356,0.12643,0.12818
2.6598,2.8613,3.3933,0.73186,0.71569,0.65396
3.8698,4.1044,4.672,0.57454,0.54667,0.47905
5.1816,5.4352,5.9464,0.39233,0.36546,0.31742
6.5057,6.7519,7.1704,0.23858,0.2215,0.20406
7.7305,7.9719,8.2763,0.13278,0.1234,0.12719
2.7548,3.0482,3.5844,0.6967,0.65875,0.59103
3.9919,4.3225,4.861,0.53282,0.48819,0.42579
5.2862,5.583,6.0797,0.35779,0.31974,0.28461
6.5521,6.8195,7.2323,0.21535,0.19041,0.1847
7.724,7.9386,8.1952,0.12154,0.10567,0.12143
2.6637,2.8742,3.3931,0.73693,0.71393,0.65424
3.8668,4.1322,4.6664,0.57588,0.54139,0.47506
5.1807,5.4558,5.9589,0.39439,0.36233,0.3169
6.4923,6.7759,7.1736,0.23697,0.21529,0.201
7.7258,7.9692,8.2385,0.13183,0.12026,0.12625
2.6934,2.9401,3.459,0.72013,0.69586,0.63572
3.9108,4.1959,4.7386,0.56048,0.52395,0.46009
5.2135,5.5168,5.9922,0.38109,0.34517,0.30365
6.5162,6.7918,7.1258,0.2301,0.20508,0.19675
7.6898,7.9378,8.2111,0.12809,0.11316,0.12308
2.7865,3.0962,3.6145,0.68783,0.63933,0.568
4.0022,4.3727,4.8871,0.51948,0.46457,0.40373
5.2763,5.6466,6.0767,0.34137,0.29699,0.26974
6.5143,6.7835,7.1805,0.20461,0.17294,0.17752
7.6095,7.9116,8.02,0.11436,0.094557,0.12249
2.7864,3.0652,3.5667,0.69344,0.65562,0.59495
3.9765,4.2941,4.8536,0.53086,0.48152,0.41556
5.2456,5.599,6.112,0.3603,0.31261,0.27055
6.5419,6.836,7.2479,0.21707,0.18416,0.17012
7.7086,7.965,8.2799,0.12018,0.10072,0.10771
2.8047,3.1189,3.6252,0.68237,0.63841,0.57325
4.0058,4.3884,4.891,0.51738,0.46121,0.39836
5.2428,5.6143,6.0885,0.34079,0.29307,0.25953
6.5031,6.8413,7.2054,0.20656,0.17103,0.16836
7.6029,7.8756,8.0645,0.11425,0.094912,0.11065
2.8342,3.2084,3.7134,0.65981,0.5876,0.51917
4.0086,4.4501,4.9496,0.48381,0.4095,0.35552
5.2604,5.6456,6.0785,0.31161,0.25347,0.23298
6.4401,6.76,6.9971,0.17955,0.14488,0.1553
7.346,7.6951,7.6475,0.096708,0.080063,0.11362
3.2565,2.3986,3.33,0.59248,0.71806,0.60774
4.5795,3.6105,4.6071,0.39538,0.54222,0.42602
5.9256,4.935,5.9206,0.2349,0.35215,0.27063
7.2293,6.2842,7.168,0.13147,0.20571,0.15834
8.4914,7.5916,8.3334,0.070797,0.1121,0.089951
3.104,2.624,3.4409,0.62323,0.6981,0.58306
4.4154,3.8971,4.7592,0.42846,0.50862,0.39458
5.7568,5.2243,6.0697,0.26055,0.32642,0.24984
7.0699,6.5687,7.2961,0.14474,0.18827,0.15125
8.3034,7.7748,8.4554,0.07744,0.10064,0.087236
2.9618,3.0172,3.654,0.64112,0.6339,0.54889
