0.7776,0.54494,0.24956
0.80625,0.55953,0.2514
0.81086,0.56246,0.25132
0.81205,0.5634,0.25092
0.81239,0.56374,0.25073
0.72758,0.57437,0.33786
0.75702,0.59064,0.3414
0.76611,0.59676,0.34185
0.76832,0.59783,0.34162
0.7688,0.59815,0.34152
0.60351,0.54483,0.41422
0.62462,0.56604,0.42478
0.6288,0.56984,0.4268
0.63046,0.57103,0.42783
0.63043,0.57197,0.42833
0.7451,0.57476,0.33944
0.77188,0.60286,0.34291
0.77902,0.61092,0.34384
0.78075,0.61257,0.34428
0.78136,0.61299,0.34436
0.70135,0.58557,0.40731
0.72926,0.60725,0.41466
0.73725,0.61604,0.4167
0.73955,0.61818,0.41749
0.74032,0.61919,0.41724
0.58142,0.54696,0.45515
0.59547,0.56658,0.46925
0.60059,0.57265,0.47267
0.60103,0.5741,0.47408
0.60155,0.57401,0.47391
0.62538,0.54076,0.40002
0.66153,0.56659,0.41099
0.67156,0.57634,0.41378
0.67347,0.57847,0.41525
0.67419,0.57901,0.41505
0.59276,0.54794,0.44198
0.62949,0.58134,0.4654
0.63532,0.58623,0.4709
0.63755,0.58529,0.47176
0.63805,0.58557,0.47174
0.50599,0.49154,0.44154
0.51372,0.49589,0.45693
0.52055,0.5042,0.46273
0.52236,0.50729,0.46213
0.52376,0.5072,0.46235
0.78331,0.49758,0.2131
0.8048,0.53675,0.22101
0.81096,0.5437,0.22491
0.81229,0.54542,0.22587
0.81254,0.54588,0.22638
0.73201,0.54974,0.29566
0.75728,0.58383,0.31531
0.76387,0.59489,0.32111
0.76639,0.59659,0.32285
0.76699,0.59672,0.32348
0.60622,0.55003,0.39875
0.62604,0.56874,0.42273
0.62986,0.57203,0.42805
0.63076,0.57269,0.42843
0.63087,0.57285,0.42863
0.75284,0.55596,0.30365
0.77307,0.59464,0.32383
0.77914,0.6072,0.3261
0.78055,0.61041,0.32819
0.78087,0.61135,0.32854
0.71101,0.57388,0.36772
0.72968,0.60237,0.39879
0.73589,0.61083,0.40563
0.73725,0.6141,0.40716
0.73745,0.61518,0.40706
0.58398,0.54973,0.44502
0.601,0.57014,0.46581
0.60298,0.57347,0.47345
0.60325,0.57315,0.47423
0.60348,0.57315,0.47508
0.64696,0.54375,0.38684
0.66434,0.57012,0.40673
0.67137,0.57444,0.41288
0.67256,0.5752,0.41272
0.67315,0.57594,0.41285
0.60722,0.56179,0.42985
0.63146,0.58171,0.45865
0.63633,0.58475,0.4682
0.63731,0.58443,0.47037
0.63771,0.58496,0.47067
0.50887,0.5006,0.45127
0.52224,0.51507,0.46003
0.527,0.51152,0.46345
0.5286,0.51028,0.46079
0.52883,0.51076,0.46064
0.78756,0.57198,0.26216
0.80246,0.58154,0.27208
0.80561,0.58425,0.27396
0.80656,0.58485,0.27391
0.80675,0.58493,0.27382
0.74029,0.59143,0.34606
0.75166,0.60279,0.35197
0.75486,0.6044,0.3522
0.75602,0.60556,0.35309
0.75591,0.60623,0.35334
0.62253,0.54139,0.41592
0.62884,0.5484,0.42568
0.63235,0.55035,0.42607
0.63294,0.5511,0.42622
0.63299,0.55154,0.42647
0.7572,0.58608,0.33077
0.77172,0.60306,0.33747
0.77538,0.60859,0.34176
0.77658,0.61057,0.34345
0.77684,0.61123,0.34391
0.71069,0.61354,0.42301
0.72439,0.62528,0.43247
0.72711,0.62932,0.43628
0.72769,0.63046,0.43674
0.72779,0.63068,0.43678
0.60013,0.55354,0.45903
0.60933,0.56685,0.4703
0.61192,0.56931,0.47464
0.61258,0.56979,0.47638
0.61285,0.57015,0.47691
0.6413,0.5855,0.42763
0.64985,0.59377,0.43429
0.65173,0.59618,0.4362
0.65201,0.59583,0.43656
0.65197,0.59576,0.43649
0.6062,0.58113,0.47115
0.61611,0.58726,0.48247
0.61722,0.58802,0.48667
0.61748,0.588,0.48795
0.6173,0.58773,0.48768
0.51589,0.4987,0.44575
0.51975,0.50477,0.45164
0.52072,0.50517,0.45469
0.52158,0.50561,0.45581
0.52167,0.50517,0.45649
0.75937,0.47847,0.18764
0.78374,0.48866,0.18883
0.78859,0.49196,0.18924
0.78975,0.49191,0.18931
0.79007,0.49167,0.18929
0.712,0.50897,0.25611
0.73866,0.52843,0.25708
0.74779,0.53157,0.25676
0.75023,0.53242,0.25634
0.75084,0.53262,0.25625
0.58964,0.52002,0.34895
0.61132,0.53524,0.35695
0.61628,0.54006,0.35821
0.61763,0.54129,0.3589
