0.6574,0.6680,0.6680,0.6773,0.6786,0.6786,0.6733,0.6746,0.6746,0.6746,0.6733,0.6760,0.6693,0.6733,0.6760,0.6720
0.5352,0.7795,0.7317,0.7039,0.6839,0.6746,0.6786,0.6707,0.6786,0.6614,0.6786,0.6959,0.7052,0.6972,0.6640,0.6879
0.6587,0.7583,0.8101,0.7596,0.7092,0.6614,0.6574,0.6534,0.6335,0.5910,0.6401,0.6375,0.5976,0.5498,0.5498,0.6428
0.6773,0.7331,0.8473,0.8194,0.7596,0.7118,0.6906,0.6826,0.6268,0.5830,0.6467,0.6029,0.5578,0.5113,0.5126,0.6175
0.7291,0.7995,0.8367,0.8234,0.8114,0.7716,0.7463,0.7530,0.7092,0.6627,0.7185,0.6733,0.6056,0.5312,0.5498,0.6799
0.6680,0.6999,0.7291,0.8048,0.8592,0.8313,0.7981,0.7676,0.7490,0.7145,0.7317,0.7304,0.7052,0.6534,0.6069,0.6972
0.6667,0.7012,0.7264,0.8088,0.8433,0.8101,0.7875,0.7716,0.7543,0.7278,0.7503,0.7357,0.7145,0.6587,0.6056,0.7304
0.6773,0.7092,0.7450,0.8260,0.8699,0.8513,0.8274,0.8114,0.7849,0.7649,0.7849,0.7742,0.7530,0.7278,0.6999,0.7663
0.6693,0.6999,0.7278,0.7809,0.8539,0.8619,0.8526,0.8393,0.8194,0.7915,0.8035,0.8048,0.7928,0.7769,0.7610,0.7915
0.4343,0.5657,0.7185,0.7902,0.8167,0.8181,0.8141,0.7981,0.8048,0.7968,0.8035,0.8141,0.8048,0.7995,0.8035,0.7902
0.6720,0.7025,0.7331,0.8101,0.8606,0.8632,0.8473,0.8313,0.8287,0.8048,0.8154,0.8141,0.8021,0.7835,0.7689,0.7968
0.6773,0.6999,0.7304,0.7928,0.8433,0.8699,0.8685,0.8579,0.8513,0.8260,0.8313,0.8313,0.8141,0.7928,0.7769,0.8035
0.6707,0.6959,0.7211,0.7636,0.8420,0.8792,0.8659,0.8592,0.8526,0.8420,0.8446,0.8380,0.8220,0.8008,0.7928,0.8127
0.6401,0.6799,0.7596,0.8088,0.8499,0.8632,0.8539,0.8473,0.8406,0.8380,0.8340,0.8327,0.8287,0.8247,0.8234,0.8247
0.6799,0.7264,0.7437,0.7995,0.8486,0.8632,0.8499,0.8406,0.8499,0.8446,0.8367,0.8406,0.8367,0.8260,0.8181,0.8207
0.6866,0.7118,0.7477,0.7955,0.8446,0.8699,0.8699,0.8659,0.8592,0.8353,0.8420,0.8380,0.8194,0.8035,0.7915,0.8154
