6.2500000E-01	8.1250000E-01	9.6875000E-01	9.0625000E-01	9.0625000E-01	9.0625000E-01	9.0625000E-01	9.0625000E-01	9.3750000E-01	9.0625000E-01	9.3750000E-01	9.3750000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01
6.2500000E-01	8.1250000E-01	9.6875000E-01	9.0625000E-01	9.0625000E-01	9.0625000E-01	9.0625000E-01	9.3750000E-01	9.0625000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01
6.2500000E-01	8.1250000E-01	9.6875000E-01	9.3750000E-01	9.0625000E-01	9.0625000E-01	9.0625000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01
6.5625000E-01	8.4375000E-01	9.6875000E-01	9.6875000E-01	9.0625000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01
6.2500000E-01	8.7500000E-01	9.6875000E-01	9.6875000E-01	9.3750000E-01	9.3750000E-01	9.6875000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01
6.5625000E-01	9.0625000E-01	9.6875000E-01	9.6875000E-01	9.6875000E-01	9.6875000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01
6.5625000E-01	9.0625000E-01	9.6875000E-01	9.6875000E-01	9.6875000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01
6.8750000E-01	9.3750000E-01	9.6875000E-01	9.6875000E-01	9.6875000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01
6.8750000E-01	9.6875000E-01	9.6875000E-01	9.6875000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.0625000E-01	9.0625000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01
6.8750000E-01	9.6875000E-01	9.6875000E-01	9.6875000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.0625000E-01	9.0625000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01	8.4375000E-01
6.8750000E-01	9.6875000E-01	9.6875000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01	8.4375000E-01	8.4375000E-01	8.4375000E-01
7.5000000E-01	9.6875000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01	8.4375000E-01	8.4375000E-01	8.4375000E-01	8.4375000E-01
9.0625000E-01	9.6875000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01	8.4375000E-01	8.4375000E-01	8.4375000E-01	8.1250000E-01
1.0000000E+00	9.6875000E-01	9.3750000E-01	9.3750000E-01	9.3750000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01	8.4375000E-01	8.4375000E-01	8.4375000E-01	8.1250000E-01	8.1250000E-01	8.1250000E-01
1.0000000E+00	9.3750000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01	8.7500000E-01	8.4375000E-01	8.4375000E-01	8.1250000E-01	8.1250000E-01	8.1250000E-01	8.1250000E-01	8.1250000E-01	8.1250000E-01	8.1250000E-01	8.1250000E-01
9.6875000E-01	8.1250000E-01	7.8125000E-01	7.8125000E-01	7.5000000E-01	7.5000000E-01	7.5000000E-01	7.5000000E-01	7.5000000E-01	7.5000000E-01	7.5000000E-01	7.5000000E-01	7.5000000E-01	7.5000000E-01	7.5000000E-01	7.5000000E-01
