8,0.33323203887926034
16,0.17933570874393764
24,0.10439228336622619
32,0.07361991871954905
40,0.07399504213737976
48,0.06798750182274362
56,0.05390534645486108
64,0.03960279216492964
72,0.03083803907294425
80,0.029252947835582403
88,0.026274223010315335
96,0.022492934433546944
104,0.018264169257467128
112,0.015730694779773614
120,0.014564138869130905
128,0.013790516390221857
136,0.011731233532694176
144,0.010032603456701072
152,0.00919441967739386
160,0.008864934420189432
168,0.008077954430853178
176,0.0072375443998080975
184,0.006363740592695
192,0.0061132872721848764
200,0.005710335707630812
208,0.005356361681309838
216,0.004882170061144004
224,0.004501481013968617
232,0.004136375728958304
240,0.0040996425752834855
248,0.0037579129335207836
256,0.0036109803188215115
