8,0.92955
16,0.92874
24,0.92831
32,0.92814
40,0.92819
48,0.92815
56,0.92815
64,0.92806
72,0.92813
80,0.92814
88,0.9281
96,0.92806
104,0.92815
112,0.92809
120,0.92812
128,0.92811
