4,0.048759
5,0.041091
6,0.037447
7,0.035712
8,0.035289
9,0.035145
10,0.034933
11,0.034472
12,0.034474
13,0.034138
14,0.034105
15,0.034367
16,0.034033
17,0.033845
18,0.034048
19,0.034195
20,0.034032
21,0.033663
22,0.033569
23,0.033833
24,0.033835
25,0.034165
26,0.033748
27,0.033719
28,0.033549
29,0.033431
30,0.03379
31,0.033814
32,0.033744
33,0.033659
34,0.03364
35,0.03366
36,0.033797
37,0.033664
38,0.033682
39,0.033553
40,0.033591
41,0.033513
42,0.033678
43,0.033685
44,0.033611
45,0.033729
46,0.033651
47,0.033677
48,0.033599
49,0.033742
50,0.033791
51,0.03364
52,0.033559
53,0.033555
54,0.033624
55,0.033606
56,0.03358
57,0.033647
58,0.033616
59,0.033789
60,0.033689
61,0.033523
62,0.03357
63,0.033593
64,0.033637
65,0.033583
66,0.033602
67,0.033683
68,0.033627
69,0.033598
70,0.033566
71,0.033629
72,0.033623
73,0.033574
74,0.033614
75,0.033683
76,0.033617
77,0.033594
78,0.033558
79,0.033612
80,0.033607
81,0.033588
82,0.033564
83,0.033567
84,0.033556
85,0.033567
86,0.033626
87,0.033605
88,0.0336
89,0.033571
90,0.033651
91,0.033608
92,0.033608
93,0.03362
94,0.033622
95,0.033563
96,0.033601
97,0.033601
98,0.033658
99,0.033633
100,0.033663
101,0.033578
102,0.033582
103,0.033569
104,0.033602
105,0.033589
106,0.033571
107,0.033586
108,0.033633
109,0.033619
110,0.033564
111,0.033562
112,0.033592
113,0.033598
114,0.033624
115,0.03362
116,0.033552
117,0.033563
118,0.03363
119,0.033574
120,0.033632
121,0.033607
122,0.033588
123,0.03354
124,0.033613
125,0.033645
126,0.033623
127,0.033624
128,0.033586
129,0.033636
130,0.033537
131,0.033538
132,0.033587
133,0.033641
134,0.033623
135,0.033628
136,0.033603
137,0.033539
138,0.033584
139,0.033598
140,0.0336
141,0.033638
142,0.033607
143,0.033568
144,0.033587
145,0.033561
146,0.033551
147,0.033622
148,0.033585
149,0.03362
150,0.033627
151,0.033606
152,0.033613
153,0.033571
154,0.033588
155,0.033585
156,0.033574
157,0.033564
158,0.033568
159,0.033608
160,0.033622
161,0.033578
162,0.033591
163,0.033605
164,0.033577
165,0.033616
166,0.033582
167,0.033555
168,0.033577
169,0.033603
170,0.033625
171,0.033589
172,0.033609
173,0.033586
174,0.033588
175,0.033615
176,0.03358
177,0.03358
178,0.033576
179,0.033558
180,0.033596
181,0.033601
182,0.033579
183,0.033609
184,0.033589
185,0.033555
186,0.03361
187,0.033614
188,0.033616
189,0.033578
190,0.033575
191,0.033589
192,0.033587
193,0.033581
194,0.033595
195,0.033579
196,0.03361
197,0.033596
198,0.033579
199,0.033584
200,0.033631
201,0.033611
202,0.033595
203,0.03359
204,0.033604
205,0.033595
206,0.033569
207,0.033605
208,0.033573
209,0.033615
210,0.033595
211,0.033579
212,0.033606
213,0.033586
214,0.033582
215,0.033586
216,0.033595
217,0.033604
218,0.033593
219,0.033576
220,0.033591
221,0.033595
222,0.033591
223,0.03359
224,0.033593
225,0.033593
226,0.033582
227,0.033609
228,0.033586
229,0.033582
230,0.03359
231,0.033619
232,0.033567
233,0.033579
234,0.033581
235,0.033614
236,0.033606
237,0.033589
238,0.033568
239,0.033583
240,0.033605
241,0.033613
242,0.033602
243,0.033607
244,0.033603
245,0.033571
246,0.033565
247,0.033596
248,0.033601
249,0.033592
250,0.033609
251,0.03359
252,0.033583
253,0.033596
254,0.033609
255,0.033585
256,0.033583
