0.5385,0.8077,0.8077,0.8462,0.8462,0.8462,0.8462,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846
0.5385,0.8077,0.8077,0.8462,0.8462,0.8462,0.8462,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846
0.5385,0.8077,0.8077,0.8462,0.8462,0.8462,0.8462,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846
0.5385,0.8077,0.8077,0.8462,0.8462,0.8462,0.8462,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846
0.5385,0.8077,0.8077,0.8462,0.8462,0.8462,0.8462,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846
0.5385,0.8077,0.8077,0.8462,0.8462,0.8462,0.8462,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846
0.5385,0.8077,0.8077,0.8462,0.8462,0.8462,0.8462,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846
0.5385,0.8077,0.8077,0.8462,0.8462,0.8462,0.8462,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846
0.5385,0.8077,0.8077,0.8462,0.8462,0.8462,0.8462,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846
0.5385,0.8077,0.8077,0.8462,0.8462,0.8462,0.8462,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846,0.8846
