0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5385,0.6154,0.6538,0.6538,0.6538,0.6538,0.6538,0.6538,0.6923,0.6923,0.6923,0.7308,0.6923,0.7308,0.8077,0.8077,0.8462,0.8846,0.9615,0.9231,0.9231,0.9231,0.9231,0.9231,0.9231
0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5385,0.6538,0.6538,0.6538,0.6538,0.6538,0.6538,0.6923,0.6923,0.6923,0.6923,0.7308,0.8077,0.7692,0.8462,0.8462,0.9231,0.9231,0.9615,0.9231,0.9231,0.8846,0.9231,0.9231,0.9231
0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5385,0.6538,0.6538,0.6538,0.6538,0.6538,0.6538,0.6923,0.6923,0.6923,0.6923,0.7308,0.7692,0.8077,0.8462,0.8846,0.9615,0.9231,0.9231,0.9231,0.9231,0.9231,0.9231,0.9231,0.9231
0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5769,0.6538,0.6538,0.6538,0.6538,0.6538,0.6923,0.6923,0.7308,0.7308,0.7692,0.7692,0.8077,0.8846,0.9231,0.9231,0.9615,0.9615,0.9615,0.9231,0.9231,0.9231,0.9231,0.9231,0.9231
0.5385,0.5769,0.6154,0.6538,0.5769,0.6154,0.5769,0.6154,0.5769,0.6538,0.6923,0.7692,0.6923,0.7308,0.7308,0.7692,0.7692,0.8462,0.8462,0.9231,0.8846,0.8846,0.8846,0.9615,0.9231,0.9231,0.8846,0.9231,0.8462,0.9231,0.8462,0.8846
0.5000,0.6923,0.8077,0.8846,1.0000,0.9231,0.9231,0.9231,0.9231,0.9231,0.9231,0.9231,0.8846,0.9615,0.9231,0.9231,0.9615,0.9231,0.9615,1.0000,1.0000,0.9615,0.9615,0.8846,0.9231,0.8846,0.9231,0.9231,0.8846,0.9231,0.8462,0.8077
0.5000,0.5000,0.5000,0.5385,0.6538,0.6538,0.6923,0.6923,0.7308,0.7308,0.8077,0.8077,0.8077,0.9231,0.9231,0.9231,0.9615,0.9615,0.9615,1.0000,0.9615,0.9231,0.9231,0.9231,0.9231,0.9231,0.9231,0.9231,0.9231,0.9231,0.8462,0.8462
0.5769,0.6154,0.6538,0.6923,0.7308,0.8077,0.8462,0.8462,0.8077,0.8846,0.8462,0.9231,0.8846,0.9231,0.8846,0.9231,0.9615,0.9231,0.9615,1.0000,1.0000,0.9615,0.9231,0.9231,0.9231,0.9231,0.9231,0.9231,0.8846,0.9231,0.8462,0.8462
0.5000,0.5769,0.5769,0.5769,0.6154,0.6538,0.7692,0.7692,0.7308,0.7692,0.8077,0.8077,0.8077,0.8846,0.8846,0.8462,0.9615,0.9231,0.9615,1.0000,1.0000,0.9615,0.9231,0.9231,0.9231,0.9231,0.9231,0.9231,0.8462,0.8462,0.8462,0.8077
0.4231,0.8462,0.8462,0.9231,0.9615,0.8846,0.9231,0.9231,0.9231,0.9231,0.9231,0.9231,0.8846,0.9615,0.9615,0.9615,0.9615,0.9615,1.0000,0.9615,0.9231,0.9231,0.9231,0.9231,0.9231,0.8846,0.9231,0.8846,0.8462,0.8462,0.8077,0.7692
0.4615,0.5000,0.6154,0.6538,0.6923,0.7692,0.8462,0.8846,0.8462,0.9231,0.9231,0.9231,0.9231,0.9615,0.9615,0.9615,1.0000,0.9615,0.9231,0.9231,0.9231,0.9231,0.9231,0.9231,0.9231,0.9231,0.9231,0.8846,0.8462,0.8077,0.8077,0.7692
0.5000,0.7308,0.8462,0.9231,1.0000,0.9615,0.9231,0.9231,0.9231,0.9231,0.9615,0.9231,0.9231,0.9615,1.0000,1.0000,0.9615,0.9231,0.9231,0.9231,0.9231,0.9231,0.9231,0.8846,0.9231,0.8846,0.8846,0.8462,0.8077,0.7692,0.7692,0.6923
0.5769,0.6154,0.7308,0.7308,0.7692,0.8462,0.9231,0.9231,0.8462,0.8846,0.9231,0.9231,0.8846,0.9615,1.0000,1.0000,1.0000,0.9615,0.9231,0.9231,0.9231,0.9231,0.9231,0.8462,0.8462,0.8077,0.8077,0.7308,0.6923,0.6538,0.6538,0.6538
0.4615,0.5000,0.5000,0.5000,0.5385,0.6154,0.6538,0.7308,0.7308,0.7692,0.8077,0.8462,0.8462,0.9615,0.9615,1.0000,1.0000,0.9615,0.9231,0.9231,0.9231,0.8846,0.8462,0.8077,0.8077,0.7308,0.7308,0.7308,0.6538,0.6538,0.6538,0.6538
0.4231,0.8077,0.8077,0.8462,0.9231,0.8846,0.9231,0.9231,0.8462,0.8846,0.9231,0.9231,0.8846,1.0000,0.9615,1.0000,1.0000,0.9231,0.9231,0.9231,0.9231,0.8846,0.8462,0.8077,0.8077,0.7308,0.6923,0.6923,0.6538,0.6538,0.6538,0.6538
0.5385,0.8077,0.9231,0.9615,0.9615,0.9231,0.9231,0.9231,0.9231,0.9231,0.9615,0.9615,0.9615,0.9615,0.9231,0.9231,0.9231,0.9231,0.9231,0.9231,0.9231,0.8462,0.8462,0.8077,0.7692,0.6923,0.6538,0.6538,0.6538,0.6538,0.6538,0.6538
0.6538,0.7692,0.8462,0.8846,0.9231,0.9231,0.9231,0.9231,0.9231,0.9231,0.9615,0.9615,1.0000,0.9231,0.9231,0.9231,0.9231,0.9231,0.9231,0.9231,0.8846,0.8462,0.8077,0.8077,0.6538,0.6538,0.6538,0.6538,0.6538,0.6538,0.6538,0.6538
0.5000,0.6154,0.7692,0.8077,0.9231,0.9615,0.9231,0.9615,0.9231,0.9615,0.9615,0.9615,1.0000,0.9615,0.9231,0.9231,0.9231,0.9231,0.8462,0.8846,0.8077,0.7692,0.6923,0.6538,0.6538,0.6538,0.6538,0.6538,0.6538,0.6538,0.6538,0.6538
