15 0
13 1
14 1
15 1
12 2
13 2
14 2
15 2
12 3
13 3
14 3
15 3
11 4
12 4
13 4
14 4
10 5
11 5
12 5
13 5
14 5
9 6
10 6
11 6
12 6
8 7
9 7
10 7
11 7
7 8
8 8
9 8
5 9
6 9
7 9
8 9
4 10
5 10
6 10
7 10
4 11
5 11
3 12
4 12
5 12
2 13
3 13
4 13
5 13
1 14
2 14
3 14
4 14
0 15
1 15
2 15
3 15
