4,-1.073
5,-0.96665
6,-2.0527
7,-2.7167
8,-3.7306
9,-6.4223
10,-9.4566
11,-12.595
12,-16.192
13,-19.561
14,-25.181
15,-30.76
16,-36.805
17,-42.447
18,-51.498
19,-63.63
20,-73.635
21,-84.25
22,-94.507
23,-109.38
24,-122.64
25,-144.13
26,-160.65
27,-179.08
28,-197.82
29,-217.34
30,-246.99
31,-271.54
32,-295.79
33,-326.47
34,-350.83
35,-385.34
36,-420.61
37,-457.95
38,-498.5
39,-540.55
40,-573.88
41,-626.46
42,-669.7
43,-720.76
44,-772.29
45,-822.34
46,-873.66
47,-939.32
48,-991.32
49,-1073.8
50,-1127.8
51,-1199.5
52,-1263.4
53,-1343.4
54,-1429.9
55,-1521.2
56,-1578.7
57,-1677.3
58,-1748.5
59,-1867.2
60,-1971.9
61,-2037.8
62,-2157
63,-2266.7
64,-2367.2
65,-2496.2
66,-2597.7
67,-2707
68,-2830.5
69,-2975.1
70,-3103.3
71,-3246
72,-3366.4
73,-3510
74,-3680.4
75,-3834.6
76,-3959.5
77,-4129.1
78,-4278.1
79,-4456.8
80,-4613.7
81,-4821.1
82,-4998.6
83,-5179.3
84,-5358
85,-5568.2
86,-5761
87,-5979.2
88,-6153.8
89,-6356
90,-6599.7
91,-6803.8
92,-7051.1
93,-7256.9
94,-7511.4
95,-7706.6
96,-7964.9
97,-8277.9
98,-8497.9
99,-8810.7
100,-9027
101,-9303
102,-9610
103,-9874.4
104,-10142
105,-10461
106,-10755
107,-11089
108,-11375
109,-11717
110,-12069
111,-12364
112,-12711
113,-13017
114,-13387
115,-13789
116,-14117
117,-14504
118,-14832
119,-15219
120,-15693
121,-16017
122,-16324
123,-16839
124,-17271
125,-17680
126,-18091
127,-18398
128,-18957
129,-19376
130,-19960
131,-20323
132,-20795
133,-21287
134,-21844
135,-22248
136,-22654
137,-23213
138,-23749
139,-24192
140,-24839
141,-25430
142,-25907
143,-26486
144,-26972
145,-27636
146,-28112
147,-28780
148,-29355
149,-29910
150,-30519
151,-31007
152,-31700
153,-32371
154,-33135
155,-33691
156,-34305
157,-34957
158,-35603
159,-36378
160,-36949
161,-37627
162,-38410
163,-39204
164,-39947
165,-40740
166,-41378
167,-41927
168,-42848
169,-43729
170,-44528
171,-45337
172,-45924
173,-46614
174,-47638
175,-48518
176,-49302
177,-50129
178,-50978
179,-51895
180,-52923
181,-53607
182,-54399
183,-55324
184,-56301
185,-57226
186,-58262
187,-59186
188,-60085
189,-61109
190,-61964
191,-63142
192,-63980
193,-65000
194,-66004
195,-67141
196,-68080
197,-69131
198,-70078
199,-71126
200,-72253
201,-73313
202,-74602
203,-75532
204,-77041
205,-78058
206,-78873
207,-80268
208,-81012
209,-82726
210,-83582
211,-84709
212,-86207
213,-87461
214,-88655
215,-89853
216,-90834
217,-92448
218,-93665
219,-95132
220,-96350
221,-97322
222,-99059
223,-1.0021e+05
224,-1.0166e+05
225,-1.0315e+05
226,-1.0429e+05
227,-1.0553e+05
228,-1.0722e+05
229,-1.0833e+05
230,-1.1012e+05
231,-1.1149e+05
232,-1.1289e+05
233,-1.1429e+05
234,-1.1608e+05
235,-1.1729e+05
236,-1.1885e+05
237,-1.2006e+05
238,-1.2181e+05
239,-1.2345e+05
240,-1.2482e+05
241,-1.2698e+05
242,-1.2809e+05
243,-1.2981e+05
244,-1.3099e+05
245,-1.3273e+05
246,-1.3456e+05
247,-1.3661e+05
248,-1.3813e+05
249,-1.3958e+05
250,-1.4132e+05
251,-1.426e+05
252,-1.4461e+05
253,-1.465e+05
254,-1.4807e+05
255,-1.5001e+05
256,-1.5151e+05
