8,-0.098357
16,-0.11006
24,-0.11138
32,-0.11261
40,-0.11282
48,-0.11396
56,-0.11247
64,-0.11327
72,-0.1136
80,-0.11345
88,-0.11385
96,-0.11446
104,-0.11459
112,-0.11495
120,-0.11509
128,-0.11599
