2.624,3.261,3.8979,0.98884,0.9722,0.92794
3.82,4.5745,5.2302,0.99054,0.97315,0.92715
5.1441,5.9257,6.5529,0.991,0.97327,0.92666
6.4778,7.2314,7.8546,0.99112,0.97321,0.92648
7.7554,8.4848,9.0381,0.99114,0.97317,0.92632
2.6934,3.0009,3.4646,0.98621,0.97965,0.96097
3.9108,4.302,4.8095,0.98787,0.9811,0.96155
5.2135,5.6365,6.1598,0.98827,0.98147,0.96159
6.5162,6.926,7.4456,0.98838,0.9816,0.96143
7.6898,8.1206,8.6182,0.98839,0.98162,0.9614
2.8342,2.9021,2.9938,0.98047,0.97903,0.97646
4.0086,4.165,4.2944,0.98213,0.98069,0.9778
5.2604,5.3624,5.5637,0.9826,0.98036,0.97813
6.4401,6.538,6.6986,0.9826,0.98052,0.97819
7.346,7.4591,7.6285,0.98272,0.9804,0.97822
2.7975,2.3033,2.6266,0.98687,0.98741,0.97718
4.0476,3.5242,3.9639,0.98876,0.98897,0.97796
5.3655,4.8638,5.2783,0.98917,0.98934,0.9781
6.7041,6.2085,6.6328,0.98928,0.98944,0.97815
7.9434,7.4722,7.891,0.98931,0.98946,0.97816
2.9401,2.8541,2.8613,0.98243,0.98169,0.97725
4.1959,4.1313,4.1794,0.98382,0.98289,0.97831
5.5168,5.447,5.5192,0.98419,0.98323,0.97861
6.7918,6.709,6.7492,0.98428,0.98336,0.97874
7.9378,7.7954,7.9669,0.98429,0.98337,0.97875
3.2084,3.2142,3.3005,0.9687,0.96838,0.96545
4.4501,4.4539,4.5486,0.96972,0.96955,0.9672
5.6456,5.6917,5.7794,0.97016,0.96985,0.96742
6.76,6.8182,6.9233,0.97018,0.96991,0.96731
7.6951,7.6995,7.8209,0.97016,0.96991,0.96734
3.3001,3.291,3.2092,0.97923,0.96932,0.95966
4.5844,4.603,4.5556,0.98033,0.97025,0.95991
5.8895,5.8835,5.8914,0.98045,0.97022,0.95985
7.15,7.1549,7.1919,0.98042,0.97013,0.95981
8.3085,8.2774,8.4329,0.98037,0.97007,0.95977
3.459,3.5337,3.534,0.97009,0.96523,0.95593
4.7386,4.7933,4.8464,0.97047,0.96555,0.95562
5.9922,6.0922,6.1405,0.97032,0.96527,0.9552
7.1258,7.2536,7.3474,0.97009,0.96513,0.95511
8.2111,8.3755,8.4967,0.96998,0.96502,0.95501
3.7134,3.7395,3.8257,0.94349,0.94128,0.93945
4.9496,4.9831,5.0801,0.94217,0.93999,0.93804
6.0785,6.1115,6.2333,0.94127,0.93888,0.93719
6.9971,7.1004,7.2361,0.94071,0.93851,0.93664
7.6475,7.7079,7.8353,0.94032,0.93829,0.93632
2.6988,3.4042,3.9267,0.98784,0.96641,0.91721
3.9318,4.7381,5.258,0.98948,0.96729,0.9157
5.2576,6.0826,6.5623,0.98986,0.96723,0.91484
6.6041,7.376,7.8396,0.98994,0.96715,0.91442
7.8731,8.6433,9.0117,0.98996,0.96711,0.91422
2.7636,3.1231,3.5766,0.98538,0.9763,0.95342
3.9943,4.4565,4.9222,0.98726,0.97775,0.95367
5.263,5.7615,6.2714,0.98771,0.97801,0.95371
6.5726,7.0576,7.5643,0.98782,0.97815,0.95362
7.7767,8.2528,8.7138,0.98784,0.97815,0.95359
2.7977,2.9065,3.0429,0.98057,0.97753,0.97405
4.0566,4.1805,4.3582,0.98145,0.97883,0.97547
5.3007,5.4122,5.6509,0.98165,0.97927,0.97574
6.486,6.6016,6.7936,0.98157,0.97943,0.9758
7.3825,7.5233,7.736,0.9816,0.97945,0.97586
2.8607,2.1292,2.3196,0.98638,0.98755,0.97945
4.114,3.3294,3.6212,0.98794,0.98932,0.98054
5.4406,4.6578,4.9755,0.98836,0.98972,0.98077
6.7808,5.9909,6.3269,0.98845,0.98979,0.98081
8.0343,7.3033,7.6326,0.98845,0.98982,0.98081
2.9795,2.7969,2.683,0.98149,0.98164,0.97823
4.2372,4.0787,4.0094,0.98329,0.98328,0.97944
5.5879,5.4017,5.3407,0.98362,0.98354,0.97965
6.8684,6.6556,6.593,0.98367,0.98362,0.97969
8.0164,7.8156,7.7997,0.98368,0.98364,0.97972
3.228,3.2335,3.3803,0.96832,0.96915,0.96384
4.5244,4.5034,4.6258,0.97005,0.97012,0.96521
5.7096,5.7141,5.8128,0.9702,0.97025,0.96547
6.7944,6.8308,6.92,0.97015,0.9702,0.96551
7.7123,7.6788,7.7775,0.97002,0.97026,0.9655
3.3483,3.2325,2.976,0.97762,0.9686,0.96086
4.6335,4.5269,4.3075,0.97891,0.96928,0.9611
5.9429,5.8315,5.6475,0.97908,0.96925,0.96103
7.2161,7.0917,6.9365,0.97907,0.96919,0.96098
8.3697,8.2059,8.1837,0.97904,0.96911,0.96094
3.4803,3.5187,3.4682,0.96917,0.96269,0.95563
4.7598,4.8051,4.8024,0.96911,0.96305,0.95596
6.023,6.0963,6.0716,0.96903,0.96293,0.95578
7.1946,7.285,7.2599,0.96888,0.96278,0.95549
8.2551,8.4034,8.4238,0.96876,0.9627,0.95537
3.7322,3.7687,3.8386,0.94251,0.94293,0.9381
4.977,4.9837,5.0977,0.94093,0.94081,0.93657
6.086,6.122,6.2554,0.94039,0.93968,0.93583
7.0507,7.12,7.2322,0.93992,0.93921,0.93532
7.6579,7.7423,7.8347,0.93955,0.93904,0.93515
2.7031,3.5496,3.9771,0.98704,0.95566,0.89887
3.9558,4.899,5.2878,0.98876,0.95629,0.89668
5.2989,6.2463,6.5694,0.98916,0.95615,0.89536
6.6347,7.5541,7.8323,0.98928,0.95599,0.89471
7.9155,8.7862,8.9789,0.98931,0.95591,0.89435
2.7054,3.2358,3.7023,0.98511,0.97074,0.93921
3.9441,4.5669,5.0537,0.98686,0.97201,0.93927
5.2693,5.9067,6.4033,0.98734,0.97223,0.93904
6.5852,7.1988,7.6882,0.98745,0.97228,0.9389
7.7681,8.3431,8.8013,0.98748,0.97225,0.93882
2.7054,2.8904,3.1042,0.98177,0.97709,0.97138
3.8998,4.1031,4.4133,0.98338,0.97902,0.97267
5.1662,5.3718,5.699,0.98385,0.97955,0.97288
6.3548,6.5273,6.8211,0.98401,0.97962,0.97291
7.3293,7.5009,7.7607,0.98406,0.97961,0.97307
2.8701,2.0037,2.0964,0.98595,0.98746,0.97954
4.1501,3.2333,3.4322,0.98777,0.98858,0.97947
