0.75657,2.5615,9.764,38.574,153.87,0.7776,0.80625,0.81086,0.81205,0.81239
2.0125,7.8026,31.161,124.83,499.97,0.54494,0.55953,0.56246,0.5634,0.56374
5.8908,24.005,97.256,391.7,1572.4,0.24956,0.2514,0.25132,0.25092,0.25073
0.95824,3.3862,13.1,51.859,207.18,0.70135,0.72926,0.73725,0.73955,0.74032
1.4249,5.2607,20.655,82.156,328.3,0.58557,0.60725,0.61604,0.61818,0.61919
2.9223,11.451,45.555,181.96,728.23,0.40731,0.41466,0.4167,0.41749,0.41724
1.3733,5.0268,19.561,77.801,310.97,0.50599,0.51372,0.52055,0.52236,0.52376
1.525,5.8299,22.922,91.133,364.53,0.49154,0.49589,0.5042,0.50729,0.5072
1.6706,6.1601,24.436,96.597,385.46,0.44154,0.45693,0.46273,0.46213,0.46235
0.89659,3.0925,11.929,47.331,189.01,0.78331,0.8048,0.81096,0.81229,0.81254
0.89306,3.1433,12.125,48.063,192.02,0.49758,0.53675,0.5437,0.54542,0.54588
1.59,6.072,24.147,96.326,384.94,0.2131,0.22101,0.22491,0.22587,0.22638
1.2323,4.5412,17.782,70.737,282.16,0.71101,0.72968,0.73589,0.73725,0.73745
1.2858,4.7055,18.391,73.249,292.19,0.57388,0.60237,0.61083,0.6141,0.61518
1.4758,5.5034,21.592,85.939,343.29,0.36772,0.39879,0.40563,0.40716,0.40706
2.2671,8.8897,34.79,139.33,557.68,0.50887,0.52224,0.527,0.5286,0.52883
2.3339,8.9307,35.712,142.58,570.43,0.5006,0.51507,0.51152,0.51028,0.51076
2.5415,10.009,39.829,159.33,637.35,0.45127,0.46003,0.46345,0.46079,0.46064
1.5051,5.8417,23.322,93.804,376.68,0.78756,0.80246,0.80561,0.80656,0.80675
2.2262,8.7137,34.909,140.1,561.87,0.57198,0.58154,0.58425,0.58485,0.58493
3.1248,12.565,50.776,204.26,819.77,0.26216,0.27208,0.27396,0.27391,0.27382
2.3014,9.2875,37.503,151.6,609.98,0.71069,0.72439,0.72711,0.72769,0.72779
2.6589,10.694,43.284,174.58,701.44,0.61354,0.62528,0.62932,0.63046,0.63068
3.5279,14.152,57.282,230.93,927.44,0.42301,0.43247,0.43628,0.43674,0.43678
4.6035,19.179,78.401,316.61,1275.8,0.51589,0.51975,0.52072,0.52158,0.52167
4.6306,19.103,78.24,317.57,1280.6,0.4987,0.50477,0.50517,0.50561,0.50517
4.8854,20.044,81.729,330.16,1327.8,0.44575,0.45164,0.45469,0.45581,0.45649
0.82557,2.8453,10.904,43.234,172.55,0.75937,0.78374,0.78859,0.78975,0.79007
2.4885,9.7191,38.871,155.67,624,0.47847,0.48866,0.49196,0.49191,0.49167
6.8752,28.272,114.63,462.33,1855.3,0.18764,0.18883,0.18924,0.18931,0.18929
1.0046,3.4956,13.503,53.526,213.69,0.68829,0.71501,0.72344,0.72554,0.72625
1.7104,6.4321,25.426,101.51,405.94,0.5407,0.56336,0.57173,0.57361,0.57346
3.5529,14.036,56.457,226.46,906.7,0.33263,0.33638,0.33874,0.33814,0.33774
1.3561,5.0915,20.407,82.376,328.3,0.5051,0.51836,0.52463,0.52551,0.52506
1.5699,5.872,22.931,91.367,366.46,0.47723,0.49323,0.50117,0.50218,0.50155
1.8033,6.7482,26.444,105.64,422.2,0.40806,0.4343,0.43605,0.43959,0.43845
0.93939,3.3118,12.788,50.775,202.93,0.76318,0.78339,0.78779,0.78924,0.78975
0.86861,3.0056,11.607,45.996,183.82,0.41104,0.44864,0.45763,0.46035,0.46071
1.4916,5.6407,22.341,89.415,357.37,0.14519,0.15474,0.15885,0.161,0.16136
1.3015,4.7434,18.413,73.431,293.42,0.69704,0.71427,0.72014,0.72202,0.7224
1.344,4.9017,19.206,76.476,305.81,0.53133,0.55844,0.56446,0.56795,0.5685
1.4423,5.406,21.302,85.08,339.64,0.29663,0.30812,0.3126,0.31439,0.31515
2.323,8.7536,34.988,140.15,562.99,0.51055,0.52757,0.53019,0.52995,0.53116
2.3558,9.1628,36.45,145.79,582.67,0.4796,0.50519,0.50557,0.50501,0.50478
2.6706,10.35,41.23,165,660.47,0.41846,0.4317,0.43695,0.43922,0.43948
1.617,6.2861,25.355,102.27,411.07,0.76977,0.78578,0.7907,0.79221,0.79277
2.3233,9.1479,36.815,147.89,592.96,0.52558,0.53947,0.54163,0.54157,0.54157
3.0055,12.044,48.712,196.08,787.13,0.21249,0.21859,0.22026,0.22011,0.2202
2.3899,9.5866,38.576,155.53,624.51,0.69853,0.71054,0.71515,0.71615,0.71662
2.8362,11.349,46.055,185.76,747.09,0.57991,0.59048,0.59237,0.59249,0.59264
3.5498,14.233,57.228,229.85,922.31,0.3684,0.37328,0.37431,0.37446,0.3748
4.6839,19.421,78.531,316.21,1274.7,0.50934,0.51564,0.5148,0.51587,0.5165
4.7455,19.792,80.926,327.68,1318.6,0.48942,0.49328,0.49574,0.49633,0.49597
5.0758,20.849,85.16,343.96,1384.1,0.43997,0.44526,0.44536,0.44464,0.44498
0.8813,3.0388,11.724,46.507,185.63,0.72215,0.75022,0.75787,0.75974,0.76026
3.3948,13.399,53.899,216.42,868.35,0.35818,0.36483,0.36602,0.36654,0.36642
8.7056,36.148,147.66,596.75,2400.6,0.11207,0.11317,0.11329,0.11272,0.11259
1.0134,3.5962,13.933,55.235,220.11,0.67351,0.69599,0.7032,0.70535,0.70613
2.1029,8.1284,32.423,129.51,518.7,0.45614,0.4713,0.47515,0.47642,0.47669
4.6506,18.838,76.029,305.02,1223.3,0.22082,0.2241,0.22378,0.22336,0.2232
1.2799,4.7152,18.322,72.478,289.07,0.50039,0.52154,0.52253,0.52451,0.52467
